Draft Year,Pick Number,NBA Team,Name,Age,College,Height,Weight,Dominant Hand,NBA Relatives,Seasons Played (College),POS,MPG,PPG,RPG,APG,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,13,MIN,Zach LaVine,,UCLA,6-5,180,Right,0,1,G,37,24.4,3.4,7.8,.441,1.3,3.5,.375,1.3,1.8,.691,0.5,2.5,1.8,0.9,0.2,1.1,2.0,9.4
2014,14,PHO,T.J. Warren,,NC State,6-8,233,Right,0,2,F,35,35.4,9.8,18.6,.525,0.9,3.3,.267,4.5,6.5,.690,3.2,7.1,1.1,1.8,0.6,2.4,2.8,24.9
2014,15,ATL,Adreian Payne,,Michigan State,6-10,245,Right,0,4,C,31,28.1,5.7,11.4,.503,1.4,3.4,.423,3.5,4.5,.790,1.5,7.3,1.3,0.5,0.9,2.0,2.6,16.4
2014,17,BOS,James Young,,Kentucky,6-6,215,Left,0,1,G,40,32.4,4.6,11.3,.407,2.1,5.9,.349,3.1,4.4,.706,1.0,4.3,1.7,0.8,0.2,1.9,2.1,14.3
2014,18,PHO,Tyler Ennis,,Syracuse,6-2,180,Right,0,1,G,34,35.7,4.4,10.6,.411,0.9,2.5,.353,3.4,4.4,.765,0.8,3.4,5.5,2.1,0.2,1.7,2.0,12.9
2014,19,CHI,Gary Harris,,Michigan State,6-4,210,Right,0,2,G,35,32.3,5.6,13.0,.429,2.3,6.6,.352,3.3,4.1,.810,1.1,4.0,2.7,1.8,0.4,1.7,2.1,16.7
2014,21,OKC,Mitch McGary,,Michigan,6-10,255,Left,0,2,F,8,24.8,3.8,6.9,.545,0.0,0.3,.000,2.0,3.0,.667,2.9,8.3,1.5,1.9,0.8,1.6,3.1,9.5
2014,22,MEM,Jordan Adams,,UCLA,6-5,220,Right,0,2,G,36,30.1,5.8,11.9,.485,1.4,4.1,.356,4.4,5.3,.836,1.9,5.3,2.3,2.6,0.1,1.5,2.2,17.4
2014,23,UTA,Rodney Hood,,Duke,6-8,215,Left,0,3,F,35,32.9,5.5,11.8,.464,2.0,4.8,.420,3.1,3.9,.807,0.8,3.9,2.1,0.7,0.3,1.5,2.6,16.1
2014,24,CHO,Shabazz Napier,,UConn,6-1,180,Right,0,4,G,40,35.1,5.3,12.4,.429,2.2,5.4,.405,5.2,6.0,.870,1.0,5.9,4.9,1.8,0.3,2.9,2.1,18.0
2014,26,MIA,P.J. Hairston,,UNC,6-6,220,Right,0,2,G,34,23.6,4.7,10.9,.431,2.6,6.6,.396,2.6,3.3,.779,1.9,4.3,1.4,1.3,0.4,1.1,1.9,14.6
2014,28,LAC,C.J. Wilcox,,Washington,6-5,195,Right,0,4,G,32,34.9,6.2,13.6,.453,2.8,7.2,.391,3.2,3.7,.873,0.7,3.7,2.5,1.0,1.0,1.7,2.3,18.3
2014,29,OKC,Josh Huestis,,Stanford,6-7,230,Right,0,4,F,36,35.2,4.3,9.6,.451,0.7,2.1,.338,1.8,2.8,.627,2.5,8.2,1.2,0.6,1.9,1.2,2.1,11.2
2014,30,SAS,Kyle Anderson,,UCLA,6-9,230,Right,0,2,G,36,33.2,5.0,10.5,.480,0.8,1.6,.483,3.8,5.2,.737,1.3,8.8,6.5,1.8,0.8,3.1,1.7,14.6
2014,32,PHI,K.J. McDaniels,,Clemson,6-6,200,Right,0,3,F,36,33.7,5.8,12.6,.459,1.2,3.8,.304,4.3,5.1,.842,2.4,7.1,1.6,1.1,2.8,2.3,2.2,17.1
2014,33,CLE,Joe Harris,,Virginia,6-6,225,Right,0,4,G,37,28.8,4.0,9.1,.441,1.9,4.9,.400,2.0,3.1,.640,0.6,2.9,2.3,0.9,0.2,1.3,2.4,12.0
2014,34,NYK,Cleanthony Early,,Wichita State,6-8,219,Right,0,2,F,36,27.4,5.2,10.7,.484,1.8,4.9,.373,4.2,5.0,.844,1.3,5.9,0.8,0.8,0.8,1.9,2.3,16.4
2014,35,UTA,Jarnell Stokes,,Tennessee,6-8,260,Right,0,3,F,37,32.4,5.4,10.1,.531,0.0,0.0,,4.3,6.2,.696,4.2,10.6,2.0,0.7,0.9,2.1,2.0,15.1
2014,36,MIL,Johnny O'Bryant,,LSU,6-9,256,Right,0,3,F,34,30.0,5.9,12.0,.494,0.0,0.1,.333,3.5,5.5,.634,3.0,7.7,1.6,0.5,0.9,3.2,3.2,15.4
2014,37,TOR,DeAndre Daniels,,UConn,6-9,195,Right,0,3,F,38,29.0,4.9,10.6,.469,1.3,3.2,.417,1.8,2.3,.787,1.4,6.0,0.4,0.7,1.4,1.5,2.4,13.1
2014,38,DET,Spencer Dinwiddie,,Colorado,6-6,200,Right,0,3,G,17,31.1,3.6,7.7,.466,1.5,3.7,.413,6.0,7.0,.857,0.5,3.1,3.8,1.5,0.2,1.8,1.9,14.7
2014,39,PHI,Jerami Grant,,Syracuse,6-8,210,Right,4,2,F,32,31.4,4.2,8.4,.496,0.0,0.2,.000,3.8,5.6,.674,2.4,6.8,1.4,0.8,0.6,1.2,2.3,12.1
2014,40,MIN,Glenn Robinson III,,Michigan,6-6,220,Right,1,2,F,37,32.3,4.9,10.1,.488,0.9,2.9,.306,2.4,3.1,.757,1.5,4.4,1.2,0.9,0.3,1.2,1.5,13.1
2014,42,HOU,Nick Johnson,,Arizona,6-3,200,Right,1,3,G,38,33.1,5.4,12.5,.432,1.6,4.4,.367,3.8,4.9,.781,0.8,4.1,2.8,1.1,0.7,1.7,2.0,16.3
2014,44,MIN,Markel Brown,,Oklahoma State,6-3,190,Right,0,4,G,34,35.3,5.6,11.8,.473,1.6,4.3,.379,4.4,5.7,.768,1.1,5.3,2.9,1.0,1.0,1.6,2.5,17.2
2014,45,CHO,Dwight Powell,,Stanford,6-10,240,Right,0,4,F,36,32.4,4.9,10.5,.462,0.3,1.1,.256,4.0,5.9,.687,1.9,6.9,3.1,1.3,0.8,2.9,3.1,14.0
2014,46,WAS,Jordan Clarkson,,Missouri,6-5,193,Right,0,4,G,35,35.1,6.0,13.3,.448,0.9,3.3,.281,4.6,5.6,.831,0.8,3.8,3.4,1.1,0.2,2.7,2.2,17.5
2014,47,PHI,Russ Smith,,Louisville,6-0,165,Right,0,4,G,37,29.3,6.1,13.0,.468,1.9,4.9,.387,4.1,5.9,.705,0.8,3.3,4.6,2.0,0.1,2.8,2.5,18.2
2014,48,MIL,Lamar Patterson,,Pitt,6-5,225,Right,0,5,G,36,32.6,5.6,12.7,.441,2.2,5.7,.388,3.7,4.9,.754,1.0,4.9,4.3,1.4,0.3,2.6,2.0,17.1
2014,49,CHI,Cameron Bairstow,,New Mexico,6-9,250,Right,0,4,F,34,32.9,7.0,12.5,.556,0.0,0.1,.333,6.4,8.8,.735,2.2,7.4,1.6,0.6,1.5,2.0,2.1,20.4
2014,50,PHO,Alec Brown,,Green Bay,7-1,235,Right,0,4,F,30,30.3,5.5,11.6,.476,1.4,3.3,.420,2.9,4.0,.727,2.1,5.7,1.0,0.5,3.1,2.2,2.2,15.3
2014,55,MIA,Semaj Christon,,Xavier,6-3,190,Right,0,2,G,34,35.3,5.9,12.4,.479,0.6,1.4,.388,4.6,6.9,.668,0.4,2.7,4.2,1.3,0.2,2.6,2.1,17.0
2014,56,DEN,Devyn Marble,,Iowa,6-6,200,Right,1,4,G,33,30.2,5.5,13.2,.420,1.6,4.5,.349,4.3,6.0,.714,0.8,3.2,3.6,1.8,0.2,1.7,1.9,17.0
2014,58,SAS,Jordan McRae,,Tennessee,6-5,200,Right,0,4,G,37,32.2,6.0,13.8,.436,2.1,6.1,.351,4.5,5.7,.788,0.7,3.5,2.5,0.7,1.0,2.1,2.1,18.7
2014,59,TOR,Xavier Thames,,San Diego State,6-3,195,Right,0,5,G,36,31.3,5.2,12.7,.411,1.7,4.5,.374,5.4,6.5,.834,0.6,2.9,3.2,1.6,0.1,1.4,2.0,17.6
2014,60,SAS,Cory Jefferson,,Baylor,6-9,220,Right,0,5,F,38,29.0,4.8,9.7,.500,0.4,1.0,.368,3.6,5.6,.640,2.8,8.2,1.0,0.4,1.3,1.3,2.2,13.7
2015,1,MIN,Karl-Anthony Towns,,Kentucky,6-11,250,Right,0,1,F,39,21.1,3.7,6.6,.566,0.1,0.2,.250,2.8,3.4,.813,2.4,6.7,1.1,0.5,2.3,1.4,2.9,10.3
2015,2,LAL,D'Angelo Russell,,Ohio State,6-5,180,Left,0,1,G,35,33.9,6.6,14.7,.449,2.7,6.6,.411,3.4,4.5,.756,1.0,5.7,5.0,1.6,0.3,2.9,2.1,19.3
2015,3,PHI,Jahlil Okafor,,Duke,6-11,270,Right,0,1,C,38,30.1,7.3,11.1,.664,0.0,0.0,,2.6,5.1,.510,3.5,8.5,1.3,0.8,1.4,2.5,2.1,17.3
2015,6,SAC,Willie Cauley-Stein,,Kentucky,7-0,240,Right,0,3,F,39,25.9,3.5,6.1,.572,0.0,0.0,,2.0,3.3,.617,2.3,6.4,1.0,1.2,1.7,1.2,2.0,8.9
2015,8,DET,Stanley Johnson,,Arizona,6-6,225,Right,0,1,F,38,28.4,4.6,10.3,.446,1.1,3.1,.371,3.5,4.7,.742,2.0,6.5,1.7,1.5,0.4,2.2,2.6,13.8
2015,9,CHO,Frank Kaminsky,,Wisconsin,7-0,242,Right,0,4,C,39,33.6,6.8,12.5,.547,1.1,2.6,.416,4.0,5.1,.780,1.5,8.2,2.6,0.8,1.5,1.6,1.7,18.8
2015,10,MIA,Justise Winslow,,Duke,6-6,225,Left,1,1,F,39,29.1,4.4,9.1,.486,1.2,2.8,.418,2.6,4.0,.641,1.3,6.5,2.1,1.3,0.9,1.8,2.8,12.6
2015,11,IND,Myles Turner,,Texas,6-11,240,Right,0,1,F,34,22.2,3.4,7.6,.455,0.5,1.8,.274,2.8,3.3,.839,1.3,6.5,0.6,0.3,2.6,1.4,2.4,10.1
2015,12,UTA,Trey Lyles,,Kentucky,6-10,235,Right,0,1,F,36,23.0,3.3,6.7,.488,0.1,0.8,.138,2.1,2.8,.735,1.8,5.2,1.1,0.5,0.4,1.1,1.6,8.7
2015,13,PHO,Devin Booker,,Kentucky,6-6,206,Right,1,1,G,38,21.5,3.6,7.6,.470,1.5,3.7,.411,1.4,1.7,.828,0.4,2.0,1.1,0.4,0.1,1.0,1.5,10.0
2015,14,OKC,Cameron Payne,,Murray State,6-2,180,Left,0,2,G,35,32.2,7.0,15.3,.456,2.4,6.4,.377,3.8,4.8,.787,0.6,3.7,6.0,1.9,0.5,2.5,2.1,20.2
2015,15,ATL,Kelly Oubre Jr.,,Kansas,6-7,200,Left,0,1,G,36,21.0,3.1,6.9,.444,0.9,2.6,.358,2.2,3.1,.718,1.1,5.0,0.8,1.1,0.4,1.2,2.0,9.3
2015,16,BOS,Terry Rozier,,Louisville,6-1,190,Right,0,2,G,36,35.0,5.9,14.5,.411,1.3,4.4,.306,3.9,4.9,.790,1.2,5.6,3.0,2.0,0.2,2.2,1.7,17.1
2015,17,MIL,Rashad Vaughn,,UNLV,6-6,210,Right,0,1,G,23,32.3,6.3,14.3,.439,2.3,6.1,.383,3.0,4.3,.694,0.6,4.8,1.6,0.8,0.3,2.2,2.3,17.8
2015,18,HOU,Sam Dekker,,Wisconsin,6-9,230,Right,0,3,F,40,31.0,5.3,10.2,.525,1.3,3.8,.331,2.0,2.8,.708,1.9,5.5,1.2,0.5,0.5,0.9,1.1,13.9
2015,19,WAS,Jerian Grant,,Notre Dame,6-5,203,Right,4,4,G,38,37.1,5.4,11.2,.478,1.3,4.2,.316,4.5,5.7,.780,0.3,3.0,6.7,1.7,0.5,2.2,2.0,16.5
2015,20,TOR,Delon Wright,,Utah,6-5,178,Right,1,2,G,35,33.3,4.7,9.3,.509,0.7,2.1,.356,4.4,5.2,.836,1.0,4.9,5.1,2.1,1.0,1.9,1.4,14.5
2015,21,DAL,Justin Anderson,,Virginia,6-6,227,Left,0,3,G,26,27.8,4.0,8.5,.466,1.8,4.0,.452,2.5,3.2,.780,0.7,4.0,1.7,0.7,0.5,1.2,1.2,12.2
2015,22,CHI,Bobby Portis,,Arkansas,6-11,242,Right,0,2,F,36,29.9,6.9,12.9,.536,0.4,0.8,.467,3.2,4.3,.737,3.7,8.9,1.2,1.1,1.4,1.6,2.2,17.5
2015,23,POR,Rondae Hollis-Jefferson,,Arizona,6-7,215,Left,0,2,F,38,28.7,3.6,7.2,.502,0.2,0.8,.207,3.8,5.4,.707,2.0,6.8,1.6,1.2,0.8,1.6,2.5,11.2
2015,24,CLE,Tyus Jones,,Duke,6-1,190,Right,1,1,G,39,33.9,3.5,8.3,.417,1.2,3.2,.379,3.7,4.2,.889,0.5,3.5,5.6,1.5,0.1,1.9,1.2,11.8
2015,25,MEM,Jarell Martin,,LSU,6-10,236,Right,0,2,F,33,35.1,6.1,12.0,.509,0.4,1.6,.269,4.2,6.2,.690,3.0,9.2,1.8,1.2,0.7,2.8,2.8,16.9
2015,27,LAL,Larry Nance Jr.,,Wyoming,6-8,235,Right,2,4,F,31,34.9,6.0,11.6,.514,0.5,1.4,.333,3.7,4.7,.786,1.4,7.2,2.5,1.2,1.2,2.3,2.2,16.1
2015,28,BOS,R.J. Hunter,,Georgia State University,6-6,190,Right,0,3,G,35,37.0,5.8,14.7,.395,2.3,7.5,.305,5.8,6.6,.878,0.8,4.7,3.6,2.1,1.0,2.2,2.4,19.7
2015,29,BRK,Chris McCullough,,Syracuse,6-10,220,Right,0,1,F,16,28.1,3.4,7.1,.478,0.1,0.1,1.000,2.5,4.4,.563,2.3,6.9,1.1,1.7,2.1,2.2,2.6,9.3
2015,30,GSW,Kevon Looney,,UCLA,6-9,220,Right,1,1,F,36,30.9,4.2,8.9,.470,0.6,1.5,.415,2.6,4.1,.626,3.4,9.2,1.4,1.3,0.9,1.3,2.9,11.6
2015,32,HOU,Montrezl Harrell,,Louisville,6-8,235,Right,0,3,F,35,35.1,6.1,10.7,.566,0.3,1.1,.243,3.3,5.5,.597,3.2,9.2,1.4,0.9,1.2,2.0,2.1,15.7
2015,33,BOS,Jordan Mickey,,LSU,6-8,235,Right,0,2,F,31,34.9,6.2,12.2,.504,0.0,0.3,.111,3.1,4.7,.646,3.2,9.9,1.3,0.9,3.6,3.3,2.6,15.4
2015,34,LAL,Anthony Brown,,Stanford,6-6,215,Right,0,5,G,37,35.7,4.8,11.0,.431,2.1,4.8,.441,3.1,3.9,.795,1.1,6.9,2.5,0.8,0.2,1.9,2.1,14.8
2015,36,MIN,Rakeem Christmas,,Syracuse,6-9,250,Right,0,4,F,31,34.3,6.5,11.9,.552,0.0,0.0,.000,4.4,6.2,.712,3.1,9.1,1.5,0.9,2.5,2.5,3.4,17.5
2015,37,PHI,Richaun Holmes,,Bowling Green,6-8,245,Right,0,3,F,31,28.8,5.3,9.5,.563,0.6,1.4,.419,3.5,4.9,.712,2.8,8.0,0.8,0.7,2.7,1.9,2.5,14.7
2015,38,DET,Darrun Hilliard,,Villanova,6-6,215,Left,0,4,G,35,28.8,4.9,11.0,.440,2.3,5.8,.387,2.3,2.9,.796,0.5,3.1,2.1,1.8,0.3,1.2,2.2,14.3
2015,40,MIA,Josh Richardson,,Tennessee,6-6,200,Right,0,4,G,32,36.3,5.8,12.5,.461,1.4,4.0,.359,3.1,3.9,.798,0.9,4.5,3.6,2.1,0.5,2.7,2.5,16.0
2015,41,BRK,Pat Connaughton,,Notre Dame,6-5,218,Right,0,4,G,38,35.6,4.4,9.4,.466,2.4,5.8,.423,1.3,1.7,.781,1.1,7.4,1.5,0.7,0.9,1.2,2.0,12.5
2015,42,UTA,Olivier Hanlan,,Boston College,6-4,190,Right,0,3,G,32,37.6,7.0,15.5,.454,2.0,5.8,.353,3.4,4.5,.759,0.8,4.2,4.2,1.3,0.0,2.7,2.1,19.5
2015,43,IND,Joe Young,,Oregon,6-2,185,Right,1,4,G,36,36.7,7.4,16.4,.448,2.5,7.1,.357,3.4,3.7,.925,0.5,4.4,3.8,1.1,0.0,2.4,1.4,20.7
2015,44,PHO,Andrew Harrison,,Kentucky,6-6,210,Right,1,2,G,39,25.5,2.6,6.8,.378,0.9,2.4,.383,3.2,4.1,.792,0.3,2.2,3.6,1.0,0.2,1.6,1.8,9.3
2015,45,BOS,Marcus Thornton,,William & Mary,6-4,190,Right,0,4,G,33,36.7,6.5,14.3,.456,3.1,7.7,.402,3.8,4.6,.830,0.3,2.8,2.9,0.6,0.1,2.3,1.1,20.0
2015,46,MIL,Norman Powell,,UCLA,6-4,215,Right,0,4,G,36,34.6,5.9,13.0,.456,1.1,3.3,.319,3.5,4.7,.751,0.6,4.7,2.1,1.8,0.4,2.2,2.5,16.4
2015,48,OKC,Dakari Johnson,,Kentucky,7-0,255,Right,0,2,C,39,16.3,2.0,4.0,.506,0.0,0.0,,2.3,3.7,.625,1.7,4.6,0.7,0.4,0.9,1.1,1.8,6.4
2015,49,WAS,Aaron White,,Iowa,6-9,228,Right,0,4,F,34,31.5,5.0,9.6,.521,0.6,1.7,.356,5.7,7.0,.819,2.1,7.3,1.4,1.3,0.5,1.2,1.6,16.4
2015,51,ORL,Tyler Harvey,,Eastern Washington,6-4,185,Left,0,3,G,32,36.9,7.2,15.3,.469,4.0,9.3,.431,4.7,5.5,.852,0.6,3.6,2.6,1.1,0.1,2.0,1.9,23.1
2015,53,CLE,Sir'Dominic Pointer,,St. John's,6-6,192,Right,0,4,G,33,34.6,5.3,10.1,.524,0.1,0.8,.080,3.0,4.2,.725,1.9,7.7,3.0,1.9,2.4,2.0,3.0,13.7
2015,55,SAS,Cady Lalanne,,UMass,6-10,253,Right,0,4,C,32,29.0,4.3,7.8,.552,0.1,0.6,.167,2.8,4.5,.636,3.4,9.5,0.3,0.6,1.9,2.5,2.7,11.6
2015,56,NOP,Branden Dawson,,Michigan State,6-6,225,Right,0,4,F,35,30.1,5.2,9.7,.535,0.0,0.0,,1.5,3.0,.490,2.9,9.1,1.7,1.2,1.7,1.9,2.1,11.9
2015,58,PHI,J.P. Tokoto,,UNC,6-6,200,Right,1,3,F,38,29.1,3.1,7.1,.428,0.3,0.8,.375,1.9,3.1,.615,1.6,5.6,4.3,1.5,0.3,2.2,2.4,8.3
2016,1,PHI,Ben Simmons,,LSU,6-10,225,Left,0,1,F,33,34.9,6.5,11.7,.560,0.0,0.1,.333,6.0,9.0,.670,3.1,11.8,4.8,2.0,0.8,3.4,2.8,19.2
2016,2,LAL,Brandon Ingram,,Duke,6-9,190,Right,0,1,G,36,34.6,5.9,13.4,.442,2.2,5.4,.410,3.2,4.7,.682,1.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3
2016,3,BOS,Jaylen Brown,,California,6-7,225,Right,0,1,F,34,27.6,4.8,11.1,.431,0.9,3.0,.294,4.2,6.4,.654,1.1,5.4,2.0,0.8,0.6,3.1,3.2,14.6
2016,5,MIN,Kris Dunn,,Providence,6-3,205,Right,0,4,G,33,33.0,5.6,12.5,.448,1.3,3.4,.372,4.0,5.8,.695,1.1,5.3,6.2,2.5,0.6,3.5,2.8,16.4
2016,6,NOP,Buddy Hield,,Oklahoma,6-4,209,Right,0,4,G,37,35.4,8.1,16.2,.501,4.0,8.7,.457,4.8,5.4,.880,1.2,5.7,2.0,1.1,0.5,3.1,2.1,25.0
2016,7,DEN,Jamal Murray,,Kentucky,6-5,207,Right,0,1,G,36,35.2,6.8,14.9,.454,3.1,7.7,.408,3.3,4.2,.783,1.5,5.2,2.2,1.0,0.3,2.3,2.1,20.0
2016,8,SAC,Marquese Chriss,,Washington,6-9,225,Right,0,1,F,34,24.9,5.3,9.9,.530,0.6,1.8,.350,2.6,3.8,.682,2.5,5.4,0.8,0.9,1.6,2.0,4.1,13.7
2016,9,TOR,Jakob Poeltl,,Utah,7-0,230,Right,0,2,F,36,30.4,6.3,9.8,.646,0.0,0.0,,4.6,6.6,.689,2.8,9.1,1.9,0.6,1.6,2.1,2.3,17.2
2016,11,ORL,Domantas Sabonis,,Gonzaga,6-10,231,Left,1,2,F,36,31.9,6.6,10.9,.611,0.1,0.4,.357,4.2,5.4,.769,3.1,11.8,1.8,0.6,0.9,2.6,3.2,17.6
2016,12,UTA,Taurean Prince,,Baylor,6-7,215,Right,0,4,F,34,30.6,5.5,12.7,.432,1.6,4.3,.361,3.3,4.3,.774,2.4,6.1,2.3,1.3,0.7,2.7,2.5,15.9
2016,14,CHI,Denzel Valentine,,Michigan State,6-5,220,Right,0,4,G,31,33.0,6.6,14.3,.462,3.4,7.5,.444,2.6,3.1,.853,0.8,7.5,7.8,1.0,0.2,2.7,1.7,19.2
2016,17,MEM,Wade Baldwin,,Vanderbilt,6-3,195,Right,0,2,G,33,30.4,4.1,9.6,.427,1.2,3.1,.406,4.7,5.9,.799,0.4,4.0,5.2,1.2,0.3,2.8,2.6,14.1
2016,18,DET,Henry Ellenson,,Marquette,6-10,245,Right,0,1,F,33,33.5,5.9,13.2,.446,0.9,3.2,.288,4.3,5.8,.749,2.2,9.7,1.8,0.8,1.5,2.4,2.5,17.0
2016,19,DEN,Malik Beasley,,Florida State,6-5,190,Right,0,1,G,34,29.8,5.4,11.6,.471,1.6,4.2,.387,3.1,3.8,.813,1.3,5.3,1.5,0.9,0.2,1.7,2.2,15.6
2016,20,IND,Caris LeVert,,Michigan,6-7,200,Right,0,4,G,15,30.9,5.5,10.8,.506,1.9,4.3,.446,3.6,4.5,.794,0.6,5.3,4.9,1.0,0.2,1.7,1.2,16.5
2016,21,ATL,DeAndre' Bembry,,Saint Joseph's,6-6,210,Right,1,3,F,36,37.3,6.6,13.8,.479,0.9,3.6,.266,3.3,4.9,.657,1.4,7.8,4.5,1.4,0.8,2.0,2.4,17.4
2016,22,CHO,Malachi Richardson,,Syracuse,6-6,195,Right,0,1,G,37,34.4,4.1,11.1,.369,2.1,6.1,.353,3.1,4.2,.720,0.5,4.3,2.1,1.1,0.3,2.1,2.5,13.4
2016,25,LAC,Brice Johnson,,UNC,6-9,228,Right,0,4,F,40,28.0,6.7,10.9,.614,0.0,0.0,,3.6,4.6,.783,2.9,10.4,1.5,1.1,1.5,1.8,2.7,17.0
2016,27,TOR,Pascal Siakam,,New Mexico State,6-9,230,Right,0,2,F,34,34.6,8.1,15.0,.539,0.1,0.4,.200,4.0,5.9,.678,3.9,11.6,1.7,1.0,2.2,2.0,2.7,20.3
2016,28,PHO,Skal Labissi̬re,,Kentucky,6-11,225,Right,0,1,F,36,15.8,2.7,5.3,.516,0.0,0.1,.000,1.1,1.7,.661,1.0,3.1,0.3,0.3,1.6,0.9,3.0,6.6
2016,29,SAS,Dejounte Murray,,Washington,6-5,170,Right,0,1,G,34,33.5,5.9,14.3,.416,1.0,3.5,.288,3.2,4.9,.663,1.4,6.0,4.4,1.8,0.3,3.2,2.6,16.1
2016,30,GSW,Damian Jones,,Vanderbilt,6-10,248,Right,0,3,C,33,26.2,5.6,9.5,.590,0.0,0.1,.000,2.7,5.1,.536,2.2,6.9,1.2,0.2,1.6,2.0,3.3,13.9
2016,31,BOS,Deyonta Davis,,Michigan State,6-10,245,Right,0,1,F,35,18.6,3.4,5.7,.598,0.0,0.0,,0.7,1.1,.605,2.1,5.5,0.7,0.3,1.8,0.9,2.3,7.5
2016,33,LAC,Cheick Diallo,,Kansas,6-9,218,Right,0,1,F,27,7.5,1.2,2.1,.569,0.0,0.0,,0.6,1.0,.556,0.6,2.5,0.0,0.3,0.9,0.6,1.4,3.0
2016,34,PHO,Tyler Ulis,,Kentucky,5-9,155,Right,0,2,G,35,36.8,5.5,12.6,.434,1.6,4.6,.344,4.8,5.6,.856,0.5,3.0,7.0,1.5,0.1,2.0,1.8,17.3
2016,36,MIL,Malcolm Brogdon,,Virginia,6-5,217,Right,0,5,G,37,34.1,6.2,13.6,.457,2.0,5.2,.391,3.8,4.2,.897,0.5,4.1,3.1,0.9,0.2,1.4,2.1,18.2
2016,37,HOU,Chinanu Onuaku,,Louisville,6-10,230,Right,1,2,F,31,24.6,4.4,7.1,.620,0.0,0.0,.000,1.1,1.8,.589,2.9,8.5,1.6,0.8,2.0,2.1,3.0,9.9
2016,38,MIL,Patrick McCaw,,UNLV,6-6,180,Right,0,2,G,33,33.7,5.1,10.9,.465,2.1,5.6,.366,2.5,3.2,.774,1.2,5.1,3.9,2.5,0.4,2.1,2.2,14.7
2016,40,NOP,Diamond Stone,,Maryland,6-11,255,Right,0,1,C,35,23.1,4.8,8.4,.568,0.0,0.0,,2.9,3.8,.761,2.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5
2016,41,ORL,Stephen Zimmerman,,UNLV,7-0,240,Left,0,1,F,26,26.2,3.9,8.2,.477,0.2,0.7,.294,2.4,3.9,.624,2.2,8.7,0.8,0.5,2.0,2.1,3.0,10.5
2016,42,UTA,Isaiah Whitehead,,Seton Hall,6-4,210,Right,0,2,G,34,32.3,5.7,15.1,.379,2.4,6.5,.365,4.4,5.8,.760,0.5,3.6,5.1,1.2,1.4,3.5,2.3,18.2
2016,45,BOS,Demetrius Jackson,,Notre Dame,6-1,198,Right,0,3,G,35,36.0,5.5,12.2,.451,1.5,4.7,.331,3.2,4.0,.813,0.9,3.5,4.7,1.2,0.3,2.2,1.9,15.8
2016,46,DAL,A.J. Hammons,,Purdue,7-0,261,Right,0,4,C,33,24.6,6.0,10.2,.592,0.2,0.3,.545,2.7,3.8,.709,2.3,8.2,1.1,0.3,2.5,2.0,2.4,15.0
2016,47,ORL,Jake Layman,,Maryland,6-9,205,Right,0,4,F,36,30.9,3.9,7.8,.500,1.6,4.0,.396,2.2,2.6,.832,1.1,5.3,1.1,1.1,1.0,1.7,1.9,11.6
2016,49,DET,Michael Gbinije,,Syracuse,6-7,200,Right,0,5,F,37,37.9,6.1,13.2,.461,2.5,6.3,.391,2.9,4.3,.663,1.1,4.1,4.3,1.9,0.4,2.8,2.6,17.5
2016,50,IND,Georges Niang,,Iowa State,6-8,230,Right,0,4,F,35,33.2,8.1,14.8,.546,1.6,4.1,.392,2.7,3.4,.807,1.3,6.2,3.3,0.9,0.6,2.6,3.2,20.5
2016,51,BOS,Ben Bentil,,Providence,6-8,230,Right,0,2,F,35,34.2,7.0,15.2,.462,1.5,4.5,.329,5.5,7.1,.782,2.7,7.7,1.1,0.9,1.0,1.9,2.8,21.1
2016,52,UTA,Joel Bolomboy,,Weber State,6-9,230,Right,0,4,F,33,31.5,5.8,10.2,.573,0.6,1.7,.364,4.8,6.9,.697,3.3,12.6,1.1,0.7,1.2,2.4,2.2,17.1
2016,54,ATL,Kay Felder,,Oakland,5-9,180,Left,1,3,G,35,36.7,7.7,17.5,.440,2.2,6.1,.355,6.8,8.1,.848,0.7,4.3,9.3,2.0,0.2,3.4,3.0,24.4
2016,55,BRK,Marcus Paige,,UNC,6-1,175,Left,0,4,G,34,31.6,4.1,10.4,.398,2.2,6.1,.356,2.1,2.7,.774,0.4,2.5,3.8,1.1,0.4,1.2,1.5,12.6
2016,56,DEN,Daniel Hamilton,,UConn,6-7,190,Right,2,2,G,36,31.9,4.4,11.4,.387,1.3,3.9,.331,2.4,2.8,.860,0.9,8.9,4.7,1.1,0.4,2.4,1.8,12.5
2016,58,BOS,Abdel Nader,,Iowa State,6-6,230,Right,0,5,F,35,31.1,4.6,9.6,.478,1.5,4.0,.371,2.2,3.0,.736,0.7,5.0,1.5,1.1,0.7,2.3,2.8,12.9
2016,59,SAC,Isaiah Cousins,,Oklahoma,6-4,187,Right,0,4,G,37,33.3,4.6,11.2,.406,1.8,4.3,.411,1.8,2.6,.670,0.6,4.5,4.5,1.4,0.3,2.4,1.7,12.6
