Draft Year,Pick Number,NBA Team,Name,Age,College,Height,Weight,Dominant Hand,NBA Relatives,Seasons Played (College),POS,MPG,PPG,RPG,APG,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,36,NJN,Jordan Williams,,Maryland,6-10,260,Right,0,2,F,33,32.5,6.5,12.0,.538,0.0,0.0,,4.0,6.9,.575,3.7,11.8,0.6,0.7,1.4,1.6,2.4,16.9
2011,37,LAC,Trey Thompkins,,Georgia,6-10,245,Right,0,3,F,30,31.2,6.5,13.4,.481,0.8,2.5,.311,2.7,4.0,.689,1.9,7.6,1.4,1.1,1.7,2.5,2.2,16.4
2011,38,HOU,Chandler Parsons,,Florida,6-9,215,Right,1,4,F,36,34.1,4.3,9.0,.480,1.2,3.3,.368,1.5,2.7,.557,2.1,7.8,3.8,0.9,0.4,2.3,1.9,11.3
2011,40,MIL,Jon Leuer,,Wisconsin,6-10,228,Right,0,4,F,34,33.5,6.7,14.2,.470,1.6,4.3,.370,3.3,3.9,.843,1.7,7.2,1.6,0.5,0.9,1.6,2.2,18.3
2011,41,LAL,Darius Morris,,Michigan,6-4,190,Right,0,2,G,35,34.8,5.7,11.7,.489,0.5,1.8,.250,3.1,4.3,.715,0.9,4.0,6.7,1.0,0.0,2.9,2.1,15.0
2011,43,CHI,Malcolm Lee,,UCLA,6-5,180,Right,0,3,G,33,33.1,4.3,9.8,.437,1.2,4.0,.295,3.4,4.4,.778,0.7,3.1,2.0,0.7,0.2,1.7,2.4,13.1
2011,44,GSW,Charles Jenkins,,Hofstra,6-3,220,Right,0,4,G,33,37.3,7.5,14.6,.517,2.0,4.8,.420,5.5,6.7,.824,0.5,3.4,4.8,1.7,0.7,2.2,2.0,22.6
2011,45,NOH,Josh Harrellson,,Kentucky,6-10,275,Right,0,3,F,38,28.5,3.3,5.5,.611,0.1,0.3,.200,0.9,1.5,.589,3.7,8.7,0.8,0.9,1.5,0.7,2.4,7.6
2011,46,LAL,Andrew Goudelock,,College of Charleston,6-2,200,Right,0,4,G,37,35.2,8.6,18.9,.455,3.5,8.7,.407,3.0,3.6,.821,0.7,3.9,4.2,0.9,0.2,3.2,1.8,23.7
2011,47,LAC,Travis Leslie,,Georgia,6-4,205,Right,0,3,G,33,32.2,5.4,10.9,.492,0.4,1.3,.302,3.3,4.1,.801,3.2,7.2,2.9,1.2,0.6,2.2,1.9,14.4
2011,48,ATL,Keith Benson,,Oakland,6-11,230,Right,1,4,C,35,32.4,6.6,12.1,.547,0.3,0.7,.391,4.5,7.0,.643,2.7,10.1,1.1,0.8,3.6,1.9,3.1,17.9
2011,49,MEM,Josh Selby,,Kansas,6-2,183,Right,0,1,G,26,20.4,2.8,7.4,.373,1.3,3.6,.362,1.1,1.4,.757,0.4,2.2,2.2,0.8,0.0,2.0,1.7,7.9
2011,50,PHI,Lavoy Allen,,Temple,6-9,225,Right,0,4,F,33,33.9,4.7,9.7,.480,0.2,0.5,.294,2.1,3.0,.697,2.7,8.6,2.3,0.7,1.8,1.6,2.3,11.6
2011,51,POR,Jon Diebler,,Ohio State,6-6,205,Right,0,4,G,37,35.7,3.9,7.7,.507,3.1,6.1,.502,1.7,2.1,.810,0.4,2.6,2.4,1.0,0.1,0.9,1.0,12.6
2011,52,DET,Vernon Macklin,,Florida,6-9,245,Right,0,5,F,37,24.5,5.2,8.7,.593,0.0,0.0,,1.2,2.8,.451,2.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6
2011,53,ORL,DeAndre Liggins,,Kentucky,6-6,210,Right,0,3,G,38,31.6,2.9,6.9,.424,0.9,2.4,.391,1.8,2.8,.648,0.6,4.0,2.5,1.2,0.7,1.4,2.5,8.6
2011,55,BOS,E'Twaun Moore,,Purdue,6-4,191,Right,0,4,G,34,33.9,6.5,14.5,.447,2.1,5.1,.400,2.9,4.1,.709,1.5,5.1,3.2,1.2,0.5,1.8,2.1,18.0
2011,58,LAL,Ater Majok,,,6-10,233,Right,0,1,F,26,14.7,1.0,2.3,.424,0.0,0.0,,0.3,0.8,.409,1.2,3.0,0.2,0.2,1.6,0.8,2.0,2.3
2011,60,SAC,Isaiah Thomas,,Washington,5-8,185,Left,0,3,G,35,31.9,5.4,12.1,.445,1.7,4.9,.349,4.3,6.0,.719,0.7,3.5,6.1,1.3,0.1,3.0,2.1,16.8
2012,1,NOH,Anthony Davis,,Kentucky,6-10,220,Right,0,1,F,40,32.0,5.3,8.4,.623,0.1,0.5,.150,3.6,5.1,.709,3.0,10.4,1.3,1.4,4.7,1.0,2.0,14.2
2012,2,CHA,Michael Kidd-Gilchrist,,Kentucky,6-7,232,Right,0,1,F,40,31.1,4.0,8.2,.491,0.3,1.3,.255,3.6,4.8,.745,2.6,7.4,1.9,1.0,0.9,2.2,2.4,11.9
2012,3,WAS,Bradley Beal,,Florida,6-3,207,Right,0,1,G,37,34.2,4.7,10.6,.445,1.7,5.0,.339,3.6,4.7,.769,1.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8
2012,4,CLE,Dion Waiters,,Syracuse,6-4,215,Right,0,2,G,37,24.1,4.6,9.6,.476,1.1,3.1,.363,2.3,3.2,.729,0.5,2.3,2.5,1.8,0.3,1.3,1.9,12.6
2012,5,SAC,Thomas Robinson,,Kansas,6-9,237,Right,0,3,F,39,31.8,6.7,13.3,.505,0.2,0.4,.500,4.2,6.1,.682,2.9,11.9,1.8,1.1,0.9,2.7,2.7,17.7
2012,6,POR,Damian Lillard,,Weber State,6-2,185,Right,1,4,G,32,34.5,7.2,15.5,.467,2.9,7.2,.409,7.1,8.0,.887,0.5,5.0,4.0,1.5,0.2,2.3,1.9,24.5
2012,7,GSW,Harrison Barnes,,UNC,6-8,215,Right,0,2,F,38,29.2,6.0,13.7,.440,1.3,3.6,.358,3.7,5.1,.723,1.9,5.2,1.1,1.1,0.3,1.9,1.8,17.1
2012,8,TOR,Terrence Ross,,Washington,6-6,195,Right,0,2,G,35,31.1,6.1,13.4,.457,2.1,5.5,.371,2.1,2.7,.766,1.4,6.4,1.4,1.3,0.9,2.0,2.8,16.4
2012,9,DET,Andre Drummond,,UConn,6-10,270,Right,0,1,C,34,28.4,4.6,8.6,.538,0.0,0.1,.000,0.8,2.6,.295,3.4,7.6,0.4,0.8,2.7,1.5,2.2,10.0
2012,10,NOH,Austin Rivers,,Duke,6-4,200,Right,3,1,G,34,33.2,5.1,11.8,.433,1.7,4.7,.365,3.6,5.4,.658,0.6,3.4,2.1,1.0,0.0,2.3,2.2,15.5
2012,11,POR,Meyers Leonard,,Illinois,7-1,245,Right,0,2,C,32,31.8,5.3,9.1,.584,0.0,0.3,.091,2.9,4.0,.732,2.3,8.2,1.3,0.5,1.9,2.1,2.9,13.6
2012,12,HOU,Jeremy Lamb,,UConn,6-5,180,Right,0,2,G,34,37.2,6.4,13.4,.478,2.1,6.2,.336,2.9,3.6,.810,0.9,4.9,1.7,1.2,0.6,2.0,1.7,17.7
2012,13,PHO,Kendall Marshall,,UNC,6-4,195,Left,0,2,G,36,33.0,2.9,6.3,.467,0.8,2.2,.354,1.5,2.2,.696,0.2,2.6,9.8,1.2,0.2,2.8,1.6,8.1
2012,14,MIL,John Henson,,UNC,6-11,220,Right,0,3,F,35,29.1,5.9,11.7,.500,0.0,0.0,,2.0,3.9,.511,2.5,9.9,1.3,0.6,2.9,1.3,1.6,13.7
2012,15,PHI,Maurice Harkless,,St. John's,6-8,208,Right,0,1,G,32,36.1,6.0,13.3,.452,0.5,2.5,.215,2.9,4.3,.676,2.8,8.6,1.5,1.6,1.4,2.5,2.3,15.5
2012,16,HOU,Royce White,,Iowa State,6-8,270,Right,0,3,F,34,31.5,5.1,9.6,.534,0.1,0.4,.333,3.0,6.0,.498,2.5,9.3,5.0,1.2,0.9,3.8,2.6,13.4
2012,17,DAL,Tyler Zeller,,UNC,7-0,250,Right,3,4,F,38,28.2,5.8,10.5,.553,0.0,0.0,,4.8,5.9,.808,3.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3
2012,18,HOU,Terrence Jones,,Kentucky,6-9,252,Left,2,2,F,38,29.3,4.7,9.3,.500,0.4,1.3,.327,2.6,4.2,.627,2.5,7.2,1.3,1.3,1.8,1.6,2.4,12.3
2012,19,ORL,Andrew Nicholson,,St. Bonaventure,6-9,240,Right,0,4,F,32,30.1,6.9,12.0,.571,0.7,1.7,.434,4.0,5.2,.776,2.6,8.4,1.0,0.7,2.0,2.5,2.8,18.5
2012,21,BOS,Jared Sullinger,,Ohio State,6-9,265,Right,0,2,F,37,30.4,6.2,11.9,.519,0.4,1.1,.400,4.7,6.2,.768,3.1,9.2,1.2,1.2,1.1,1.9,2.9,17.5
2012,22,BOS,Fab Melo,,Syracuse,7-0,244,Right,0,2,C,30,25.4,3.3,5.8,.566,0.0,0.0,,1.3,2.0,.633,2.7,5.8,0.7,0.5,2.9,1.4,2.8,7.8
2012,23,ATL,John Jenkins,,Vanderbilt,6-4,215,Right,0,3,G,35,33.6,6.2,13.1,.474,3.8,8.7,.439,3.7,4.4,.837,0.5,2.9,1.2,0.8,0.3,1.6,1.2,19.9
2012,24,CLE,Jared Cunningham,,Oregon State,6-4,194,Right,0,3,G,36,34.6,5.5,12.2,.450,1.4,4.1,.338,5.5,7.5,.737,1.0,3.8,2.8,2.5,0.4,2.8,2.4,17.9
2012,25,MEM,Tony Wroten,,Washington,6-5,205,Left,0,1,G,35,30.3,5.7,12.8,.443,0.3,1.6,.161,4.4,7.5,.583,2.3,5.0,3.7,1.9,0.4,3.8,2.7,16.0
2012,26,IND,Miles Plumlee,,Duke,6-10,245,Right,2,4,F,34,20.5,2.6,4.3,.610,0.0,0.0,,1.4,2.2,.632,2.9,7.1,0.5,0.5,0.9,1.2,2.3,6.6
2012,27,MIA,Arnett Moultrie,,Mississippi State,6-11,249,Right,0,4,F,30,35.8,6.0,10.9,.549,0.3,0.6,.444,4.1,5.3,.780,3.7,10.5,1.2,0.8,0.8,2.4,2.2,16.4
2012,28,OKC,Perry Jones,,Baylor,6-11,235,Right,0,2,F,33,30.7,5.5,11.0,.500,0.3,1.0,.303,2.2,3.1,.696,2.7,7.6,1.3,0.8,0.6,1.7,2.3,13.5
2012,29,CHI,Marquis Teague,,Kentucky,6-2,189,Right,1,1,G,40,32.6,3.6,8.8,.412,0.7,2.0,.325,2.1,3.0,.714,0.4,2.5,4.8,0.9,0.3,2.7,2.3,10.0
2012,30,GSW,Festus Ezeli,,Vanderbilt,6-11,255,Right,0,4,C,26,23.2,3.4,6.3,.539,0.0,0.0,,3.2,5.3,.604,2.4,5.9,0.3,0.4,2.0,2.2,3.2,10.1
2012,31,CHA,Jeff Taylor,,Vanderbilt,6-7,225,Right,1,4,F,36,32.1,5.8,11.8,.493,1.8,4.3,.423,2.6,4.4,.605,2.1,5.6,1.7,1.3,0.4,2.2,1.9,16.1
2012,33,CLE,Bernard James,,Florida State,6-10,240,Left,0,2,F,35,28.0,4.5,7.4,.606,0.0,0.0,,1.8,3.3,.552,3.1,8.1,0.5,0.7,2.3,2.1,1.9,10.8
2012,34,CLE,Jae Crowder,,Marquette,6-6,235,Right,1,2,F,35,32.9,6.2,12.5,.498,1.7,5.1,.345,3.4,4.6,.735,2.0,8.4,2.1,2.5,1.0,1.3,2.7,17.5
2012,35,GSW,Draymond Green,,Michigan State,6-7,230,Right,0,4,F,37,33.2,5.7,12.8,.449,1.4,3.6,.388,3.4,4.7,.723,2.1,10.6,3.8,1.5,0.9,3.0,2.8,16.2
2012,36,SAC,Orlando Johnson,,UC Santa Barbara,6-5,205,Right,0,5,G,31,34.4,6.7,14.8,.451,2.3,5.3,.427,4.1,5.9,.698,1.7,5.8,2.9,1.1,0.7,2.5,1.8,19.7
2012,37,TOR,Quincy Acy,,Baylor,6-7,235,Right,0,4,F,38,29.7,4.2,7.2,.577,0.1,0.1,.600,3.6,4.6,.782,2.6,7.4,1.0,0.9,1.8,1.9,3.1,12.0
2012,38,DEN,Quincy Miller,,Baylor,6-9,210,Right,0,1,F,37,24.4,3.7,8.4,.447,0.6,1.9,.348,2.5,3.1,.816,1.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6
2012,39,DET,Khris Middleton,,Texas A&M,6-7,217,Right,1,3,F,20,28.8,5.1,12.3,.415,1.0,3.9,.260,2.0,2.6,.750,1.3,5.0,2.3,1.0,0.3,2.2,1.9,13.2
2012,40,POR,Will Barton,,Memphis,6-6,175,Right,0,2,G,35,35.3,6.6,12.9,.509,1.1,3.1,.346,3.8,5.1,.749,2.0,8.0,2.9,1.4,0.7,2.1,2.1,18.0
2012,41,POR,Tyshawn Taylor,,Kansas,6-3,185,Right,0,4,G,39,33.4,5.8,12.2,.477,1.5,3.9,.382,3.5,5.1,.688,0.2,2.3,4.8,1.3,0.2,3.5,2.0,16.6
2012,42,MIL,Doron Lamb,,Kentucky,6-4,210,Right,0,2,G,40,31.2,4.4,9.2,.474,1.9,4.1,.466,3.1,3.7,.826,0.4,2.7,1.5,0.5,0.1,1.1,1.8,13.7
2012,43,ATL,Mike Scott,,Virginia,6-8,237,Right,0,5,F,32,31.2,6.7,11.9,.563,0.2,0.6,.300,4.3,5.4,.808,2.2,8.3,1.2,0.7,0.5,2.1,1.8,18.0
2012,44,DET,Kim English,,Missouri,6-6,200,Right,0,4,G,35,33.6,4.9,9.4,.521,2.2,4.9,.459,2.5,3.4,.725,0.9,4.2,1.6,1.3,0.3,1.7,2.4,14.5
2012,45,PHI,Justin Hamilton,,LSU,7-0,260,Right,0,4,C,33,30.0,4.8,9.7,.494,0.1,0.4,.250,3.2,4.2,.781,3.3,7.2,0.9,0.8,1.3,1.7,2.5,12.9
2012,46,NOH,Darius Miller,,Kentucky,6-8,225,Right,0,4,G,40,26.1,3.6,7.6,.474,1.4,3.7,.376,1.4,1.7,.797,0.9,2.8,2.1,0.8,0.3,1.5,2.2,9.9
2012,47,UTA,Kevin Murphy,,Tennessee Technological University,6-7,185,Right,0,4,G,33,34.5,7.2,16.3,.444,2.4,5.8,.416,3.8,5.2,.721,0.9,5.2,2.3,0.8,0.2,3.3,2.2,20.6
2012,49,ORL,Kyle O'Quinn,,Norfolk State,6-10,240,Right,0,4,C,36,31.3,5.7,9.9,.573,0.2,0.9,.188,4.3,6.2,.696,3.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9
2012,51,BOS,Kris Joseph,,Syracuse,6-7,210,Right,0,4,F,37,32.2,4.4,10.5,.421,1.4,4.0,.345,3.2,4.2,.745,1.5,4.7,1.5,1.4,0.6,1.5,1.7,13.4
2012,55,DAL,Darius Johnson-Odom,,Marquette,6-2,215,Left,0,3,G,34,32.9,6.2,13.8,.447,2.3,5.9,.385,3.7,4.9,.764,0.6,3.5,2.7,0.9,0.1,2.4,2.0,18.3
2012,58,MIN,Robbie Hummel,,Purdue,6-8,215,Right,0,5,F,35,32.2,5.5,13.3,.417,2.1,5.4,.383,3.2,3.9,.825,1.6,7.2,1.9,0.7,1.2,0.9,2.1,16.4
2012,59,SAS,Marcus Denmon,,Missouri,6-3,185,Right,1,4,G,35,34.6,5.7,12.4,.460,2.8,6.9,.407,3.4,3.8,.896,1.0,5.0,2.1,1.5,0.0,1.2,1.0,17.7
2012,60,LAL,Robert Sacre,,Gonzaga,7-0,260,Right,0,5,C,33,26.3,3.5,6.9,.511,0.0,0.1,.000,4.5,6.0,.761,2.0,6.3,0.7,0.4,1.4,1.8,2.2,11.6
2013,1,CLE,Anthony Bennett,,UNLV,6-8,240,Right,0,1,F,35,27.1,5.8,10.8,.533,1.0,2.7,.375,3.5,5.1,.701,2.5,8.1,1.0,0.7,1.2,1.9,2.3,16.1
2013,2,ORL,Victor Oladipo,,Indiana,6-5,214,Right,0,3,G,36,28.4,5.1,8.4,.599,0.8,1.9,.441,2.7,3.6,.746,2.6,6.3,2.1,2.2,0.8,2.3,2.5,13.6
2013,3,WAS,Otto Porter Jr.,,Georgetown,6-8,205,Right,0,2,F,31,35.4,5.4,11.3,.480,1.4,3.3,.422,3.9,5.1,.777,1.8,7.5,2.7,1.8,0.9,1.5,2.0,16.2
2013,4,CHA,Cody Zeller,,Indiana,7-0,240,Right,3,2,F,36,29.5,5.5,9.8,.564,0.0,0.1,.000,5.4,7.2,.757,2.8,8.0,1.3,1.0,1.3,2.3,2.2,16.5
2013,5,PHO,Alex Len,,Maryland,7-1,225,Right,0,2,C,38,26.4,4.6,8.5,.534,0.0,0.2,.125,2.8,4.0,.686,2.9,7.8,1.0,0.2,2.1,1.6,2.7,11.9
2013,6,NOH,Nerlens Noel,,Kentucky,6-10,228,Right,0,1,F,24,31.9,4.1,6.9,.590,0.0,0.0,,2.3,4.3,.529,2.7,9.5,1.6,2.1,4.4,1.9,2.6,10.5
2013,7,SAC,Ben McLemore,,Kansas,6-5,195,Right,0,1,G,37,32.2,5.4,10.8,.495,2.0,4.7,.420,3.2,3.7,.870,1.3,5.2,2.0,1.0,0.7,2.1,1.9,15.9
2013,8,DET,Kentavious Caldwell-Pope,,Georgia,6-5,205,Right,0,2,G,32,33.9,5.8,13.4,.433,2.6,7.0,.373,4.2,5.3,.799,1.2,7.1,1.8,2.0,0.5,2.0,2.2,18.5
2013,9,MIN,Trey Burke,,Michigan,6-0,190,Right,0,2,G,39,35.3,6.6,14.4,.463,1.9,5.1,.384,3.4,4.3,.801,0.5,3.2,6.7,1.6,0.5,2.2,1.9,18.6
2013,10,POR,CJ McCollum,,Lehigh,6-3,180,Right,0,4,G,12,31.0,8.0,16.2,.495,2.8,5.3,.516,5.2,6.1,.849,1.0,5.0,2.9,1.4,0.3,2.7,1.8,23.9
2013,11,PHI,Michael Carter-Williams,,Syracuse,6-6,185,Right,1,2,G,40,35.2,3.9,9.9,.393,0.9,3.0,.294,3.2,4.7,.694,1.3,5.0,7.3,2.7,0.5,3.5,2.3,11.9
2013,12,OKC,Steven Adams,,Pitt,7-0,250,Right,0,1,C,32,23.4,3.1,5.5,.571,0.0,0.0,,1.0,2.2,.443,2.8,6.3,0.6,0.7,2.0,1.1,1.6,7.2
2013,13,DAL,Kelly Olynyk,,Gonzaga,7-0,238,Right,0,4,F,32,26.4,6.7,10.7,.629,0.3,0.9,.300,4.1,5.3,.776,2.4,7.3,1.7,0.7,1.1,2.4,2.3,17.8
2013,14,UTA,Shabazz Muhammad,,UCLA,6-6,225,Left,0,1,G,32,30.8,6.3,14.3,.443,1.3,3.3,.377,4.0,5.6,.711,2.7,5.2,0.8,0.7,0.1,1.6,1.7,17.9
2013,18,ATL,Shane Larkin,,Miami (FL),5-11,176,Right,0,2,G,36,36.4,5.1,10.6,.479,1.9,4.7,.406,2.4,3.1,.777,0.5,3.8,4.6,2.0,0.1,2.3,1.6,14.5
2013,20,CHI,Tony Snell,,New Mexico,6-7,200,Right,0,3,G,35,31.2,4.1,9.7,.422,1.8,4.7,.390,2.5,2.9,.843,0.4,2.6,2.9,0.8,0.5,2.1,1.3,12.5
2013,21,UTA,Gorgui Dieng,,Louisville,6-11,245,Right,0,3,C,33,31.1,3.8,7.1,.534,0.0,0.0,,2.2,3.4,.652,3.4,9.4,2.0,1.3,2.5,1.8,2.6,9.8
2013,22,BRK,Mason Plumlee,,Duke,6-10,235,,2,4,F,36,34.7,6.1,10.3,.599,0.0,0.0,,4.8,7.1,.681,2.7,9.9,1.9,1.0,1.4,2.9,2.6,17.1
2013,23,IND,Solomon Hill,,Arizona,6-7,220,Right,0,4,F,35,33.0,4.5,9.9,.458,1.6,4.2,.390,2.7,3.5,.766,1.7,5.3,2.7,1.1,0.6,2.2,2.2,13.4
2013,24,NYK,Tim Hardaway Jr.,,Michigan,6-6,205,Right,1,3,G,38,34.8,5.3,12.1,.437,1.9,5.1,.374,2.0,2.9,.694,0.2,4.7,2.4,0.7,0.4,1.9,1.9,14.5
2013,25,LAC,Reggie Bullock,,UNC,6-7,205,Right,0,3,G,35,31.4,4.9,10.2,.483,2.5,5.8,.436,1.6,2.1,.767,2.0,6.5,2.9,1.3,0.3,1.2,1.4,13.9
2013,26,MIN,Andre Roberson,,Colorado,6-7,210,Right,0,3,F,31,33.4,4.3,8.9,.480,0.6,1.9,.328,1.7,3.2,.551,3.0,11.2,1.4,2.2,1.3,2.4,2.5,10.9
2013,29,OKC,Archie Goodwin,,Kentucky,6-5,198,Right,0,1,G,33,31.8,4.8,10.8,.440,0.5,1.9,.266,4.1,6.4,.637,1.5,4.6,2.7,1.1,0.5,3.1,2.9,14.1
2013,31,CLE,Allen Crabbe,,California,6-6,210,Right,0,3,G,33,36.2,6.5,14.2,.459,1.9,5.6,.348,3.4,4.2,.813,1.0,6.1,2.6,1.1,0.7,2.5,2.1,18.4
2013,33,CLE,Carrick Felix,,Arizona State,6-6,197,Right,0,3,G,35,35.3,5.4,10.8,.500,1.5,4.0,.374,2.3,3.5,.664,2.1,8.1,1.6,1.4,1.1,2.0,3.0,14.6
2013,34,HOU,Isaiah Canaan,,Murray State,6-1,195,Right,0,4,G,31,36.5,6.9,16.1,.431,3.0,8.2,.370,4.9,6.0,.822,0.6,3.5,4.3,1.5,0.1,3.2,1.9,21.8
2013,35,PHI,Glen Rice Jr.,,Georgia Tech,6-5,206,Right,1,3,G,21,29.9,4.9,10.6,.457,1.4,4.3,.333,1.9,3.1,.606,2.0,6.7,2.3,1.3,0.9,2.3,2.4,13.0
2013,36,SAC,Ray McCallum,,Detroit Mercy,6-3,190,Right,0,3,G,33,36.6,6.5,13.2,.491,1.3,3.9,.323,4.5,6.2,.717,1.3,5.1,4.5,1.9,0.6,2.1,2.0,18.7
2013,37,DET,Tony Mitchell,,University of North Texas,6-8,235,Right,0,2,F,32,32.4,4.4,9.9,.440,0.9,3.1,.300,3.3,4.9,.675,2.4,8.5,0.8,1.0,2.7,2.4,2.9,13.0
2013,38,WAS,Nate Wolters,,South Dakota State,6-4,193,Right,0,4,G,33,38.1,7.3,15.1,.485,1.9,5.1,.379,5.7,7.0,.813,1.1,5.6,5.8,1.7,0.1,2.3,1.5,22.3
2013,39,POR,Jeff Withey,,Kansas,7-0,235,Right,0,4,C,37,30.9,5.0,8.6,.582,0.0,0.0,1.000,3.7,5.2,.714,2.1,8.5,0.9,0.8,3.9,2.0,2.1,13.7
2013,40,POR,Grant Jerrett,,Arizona,6-10,235,Right,0,1,F,34,17.8,1.9,4.5,.409,0.9,2.3,.405,0.5,0.6,.818,1.1,3.6,0.5,0.5,1.0,0.6,1.3,5.2
2013,41,MEM,Jamaal Franklin,,San Diego State,6-5,205,Right,0,3,G,32,33.1,5.2,12.5,.411,1.3,4.6,.272,5.3,6.8,.781,1.8,9.5,3.3,1.6,0.8,3.4,2.6,16.9
2013,42,PHI,Pierre Jackson,,Baylor,5-10,180,Right,0,2,G,36,34.8,6.0,14.1,.427,2.4,6.8,.359,5.3,6.7,.800,0.7,3.8,7.1,1.5,0.0,3.4,2.2,19.8
2013,44,DAL,Mike Muscala,,Bucknell,6-11,234,Right,0,4,F,34,31.7,6.7,13.1,.509,0.1,0.5,.250,5.3,6.7,.789,2.9,11.1,2.3,0.5,2.4,1.7,2.2,18.7
2013,46,UTA,Erick Green,,Virginia Tech,6-3,185,Right,0,4,G,32,36.4,8.2,17.2,.475,1.9,4.9,.389,6.8,8.3,.816,0.5,4.0,3.8,1.3,0.2,2.2,1.4,25.0
2013,48,LAL,Ryan Kelly,,Duke,6-11,230,Right,0,4,F,23,28.9,4.2,9.2,.453,1.5,3.6,.422,3.0,3.7,.812,1.6,5.3,1.7,0.7,1.6,1.0,2.4,12.9
2013,49,CHI,Erik Murphy,,Florida,6-10,238,Right,1,4,F,36,26.4,4.6,8.8,.516,2.0,4.4,.453,1.1,1.4,.784,1.6,5.5,1.4,0.6,0.7,1.4,2.8,12.2
2013,50,ATL,James Ennis III,,Cal State Long Beach,6-7,210,Right,0,2,G,33,33.1,5.5,11.2,.491,1.7,4.7,.357,3.8,4.6,.834,2.0,6.7,2.1,1.8,1.3,3.0,2.3,16.5
2013,51,ORL,Romero Osby,,Oklahoma,6-8,232,Right,0,5,F,32,28.5,5.4,10.3,.526,0.3,0.5,.529,4.8,6.1,.794,2.1,7.0,1.3,0.6,0.8,1.3,2.4,16.0
2013,52,MIN,Lorenzo Brown,,NC State,6-5,186,Right,0,3,G,33,34.2,4.2,10.1,.419,0.6,2.3,.263,3.3,4.2,.771,0.7,4.3,7.2,2.0,0.6,3.5,2.0,12.4
2013,53,IND,Colton Iverson,,Colorado State,6-10,261,Right,0,5,F,35,29.5,5.2,8.8,.596,0.0,0.0,,3.7,6.3,.590,3.3,9.8,1.3,0.6,0.7,2.0,2.6,14.2
2013,54,WAS,Arsalan Kazemi,,Oregon,6-7,226,Right,0,4,F,35,29.0,3.2,5.4,.595,0.0,0.0,.000,2.9,4.3,.675,2.8,10.0,1.4,2.0,0.7,1.5,1.9,9.4
2013,56,DET,Peyton Siva,,Louisville,6-0,185,Right,0,4,G,40,31.2,3.5,8.6,.404,1.0,3.3,.288,2.1,2.5,.867,0.3,2.4,5.7,2.3,0.2,2.7,2.6,10.0
2013,57,PHO,Alex Oriakhi,,Missouri,6-9,225,Right,0,4,F,34,25.8,4.1,6.4,.639,0.0,0.0,,3.1,4.2,.746,3.1,8.4,0.4,0.6,1.6,1.4,2.3,11.2
2013,58,SAS,Deshaun Thomas,,Ohio State,6-7,215,Left,0,3,F,37,35.4,7.0,15.8,.444,1.9,5.6,.344,3.8,4.6,.834,1.7,5.9,1.3,0.5,0.3,1.4,1.5,19.8
2014,1,CLE,Andrew Wiggins,,Kansas,6-8,200,Right,2,1,G,35,32.8,5.4,12.1,.448,1.2,3.6,.341,5.0,6.5,.775,2.2,5.9,1.5,1.2,1.0,2.3,2.7,17.1
2014,2,MIL,Jabari Parker,,Duke,6-8,235,Right,1,1,F,35,30.7,6.7,14.3,.473,1.1,3.0,.358,4.6,6.1,.748,3.0,8.7,1.2,1.1,1.2,2.3,2.4,19.1
2014,3,PHI,Joel Embiid,,Kansas,7-0,250,Right,0,1,C,28,23.1,3.8,6.1,.626,0.0,0.2,.200,3.5,5.1,.685,2.3,8.1,1.4,0.9,2.6,2.4,3.4,11.2
2014,4,ORL,Aaron Gordon,,Arizona,6-9,225,Right,1,1,F,38,31.2,5.0,10.1,.495,0.4,1.2,.356,2.0,4.7,.422,2.7,8.0,2.0,0.9,1.0,1.4,2.4,12.4
2014,6,BOS,Marcus Smart,,Oklahoma State,6-4,220,Right,0,2,G,31,32.7,5.3,12.5,.422,1.6,5.3,.299,5.9,8.1,.728,1.4,5.9,4.8,2.9,0.6,2.6,2.9,18.0
2014,7,LAL,Julius Randle,,Kentucky,6-9,250,Left,0,1,F,40,30.8,4.9,9.8,.501,0.1,0.5,.167,5.1,7.2,.706,3.5,10.4,1.4,0.5,0.8,2.5,2.3,15.0
2014,8,SAC,Nik Stauskas,,Michigan,6-6,205,Right,0,2,G,36,35.6,5.1,10.9,.470,2.6,5.8,.442,4.7,5.7,.824,0.4,2.9,3.3,0.6,0.3,1.9,1.3,17.5
2014,9,CHO,Noah Vonleh,,Indiana,6-10,240,Right,0,1,F,30,26.5,3.8,7.2,.523,0.5,1.1,.485,3.2,4.5,.716,2.4,9.0,0.6,0.9,1.4,2.1,2.7,11.3
2014,10,PHI,Elfrid Payton,,Louisiana,6-3,180,Right,0,3,G,35,35.9,6.8,13.3,.509,0.4,1.5,.259,5.3,8.6,.609,2.3,6.0,5.9,2.3,0.6,3.6,2.4,19.2
2014,11,DEN,Doug McDermott,,Creighton,6-8,225,Right,0,4,F,35,33.7,9.4,17.9,.526,2.7,6.1,.449,5.1,5.9,.864,1.6,7.0,1.6,0.2,0.1,1.8,1.9,26.7
