Name,Draft Year,Pick Number,POS,Predicted Score,Actual Tier,Position Group
Jalen Johnson,2021,20,"SF,PF",4.562,6,Wing
Keon Johnson,2021,21,SG,1.726,3,Guard
Isaiah Jackson,2021,22,C,2.998,0.5,Big
Josh Christopher,2021,24,SG,2.974,0.5,Guard
Quentin Grimes,2021,25,SG,1.046,4.5,Guard
Bones Hyland,2021,26,"PG,SG",1.969,3,Guard
Cam Thomas,2021,27,SG,4.418,3,Guard
Jaden Springer,2021,28,"SG,PG",1.934,0.5,Guard
Day'Ron Sharpe,2021,29,"C,PF",1.785,3,Big
Santi Aldama,2021,30,"SF,PF",1.579,3,Wing
Jeremiah Robinson-Earl,2021,32,"PF,C",2.813,0.5,Big
Jason Preston,2021,33,PG,1.292,0,Guard
Herbert Jones,2021,35,"SF,PF",1.486,4.5,Wing
Miles McBride,2021,36,PG,2.739,3,Guard
JT Thor,2021,37,"SF,PF",2.371,0.5,Wing
Ayo Dosunmu,2021,38,SG,1.375,3,Guard
Neemias Queta,2021,39,C,3.453,0.5,Big
Jared Butler,2021,40,"PG,SG",2.396,0.5,Guard
Joe Wieskamp,2021,41,"SF,SG",1.184,0,Wing
Isaiah Livers,2021,42,"PF,SF",1.682,0.5,Wing
Greg Brown III,2021,43,"PF,SF",3.288,0.5,Wing
Kessler Edwards,2021,44,SF,0.926,0.5,Wing
Dalano Banton,2021,46,PG,1.805,0.5,Guard
David Johnson,2021,47,"PG,SG",1.722,0,Guard
Sharife Cooper,2021,48,PG,3.405,0,Guard
Marcus Zegarowski,2021,49,PG,0.708,0,Guard
Filip PetruÅ¡ev,2021,50,C,0.995,0,Big
Brandon Boston Jr.,2021,51,"SG,SF",2.709,3,Wing
Luka Garza,2021,52,C,0.84,0.5,Big
Charles Bassey,2021,53,C,3.048,0.5,Big
Sandro Mamukelashvili,2021,54,"C,PF",1.96,0.5,Big
Aaron Wiggins,2021,55,SG,1.222,3,Guard
Scottie Lewis,2021,56,SG,1.271,0,Guard
BalÅ¡a Koprivica,2021,57,C,0.887,0,Big
Jericho Sims,2021,58,"C,PF",1.664,0.5,Big
RaiQuan Gray,2021,59,"SF,PF",0.967,0,Wing
Paolo Banchero,2022,1,"SF,PF",4.972,,Wing
Chet Holmgren,2022,2,"C,PF",5.158,,Big
Jabari Smith Jr.,2022,3,"SF,PF",4.936,,Wing
Keegan Murray,2022,4,"SF,PF",2.502,,Wing
Jaden Ivey,2022,5,SG,2.324,,Guard
Bennedict Mathurin,2022,6,"SF,SG",4.186,,Wing
Jeremy Sochan,2022,9,"SF,PF",3.679,,Wing
Johnny Davis,2022,10,SG,3.092,,Guard
Jalen Williams,2022,12,"SG,PF",2.054,,Wing
Jalen Duren,2022,13,C,2.557,,Big
Ochai Agbaji,2022,14,SG,2.969,,Guard
Mark Williams,2022,15,C,2.021,,Big
AJ Griffin,2022,16,"SF,PF",2.518,,Wing
Tari Eason,2022,17,"SF,PF",1.605,,Wing
Dalen Terry,2022,18,SG,2.902,,Guard
Jake LaRavia,2022,19,PF,2.891,,Big
Malaki Branham,2022,20,"SG,PG",4.036,,Guard
Christian Braun,2022,21,SG,2.216,,Guard
Walker Kessler,2022,22,C,2.86,,Big
David Roddy,2022,23,"SF,PF",1.72,,Wing
Blake Wesley,2022,25,SG,2.475,,Guard
Wendell Moore Jr.,2022,26,SG,1.332,,Guard
Patrick Baldwin Jr.,2022,28,SF,3.012,,Wing
TyTy Washington Jr.,2022,29,PG,1.01,,Guard
Peyton Watson,2022,30,"SF,SG",2.297,,Wing
Andrew Nembhard,2022,31,"SG,PG",1.453,,Guard
Caleb Houstan,2022,32,"SF,PF",2.116,,Wing
Christian Koloko,2022,33,C,1.346,,Big
Jaylin Williams,2022,34,"C,PF",3.675,,Big
Max Christie,2022,35,SG,2.323,,Guard
Kennedy Chandler,2022,38,PG,2.064,,Guard
Bryce McGowens,2022,40,SG,3.186,,Guard
E.J. Liddell,2022,41,"SF,PF",1.404,,Wing
Trevor Keels,2022,42,SG,2.655,,Guard
Moussa DiabatÃ©,2022,43,C,1.108,,Big
Ryan Rollins,2022,44,PG,3.315,,Guard
Josh Minott,2022,45,SF,3.433,,Wing
Vince Williams Jr.,2022,47,SG,0.611,,Guard
Kendall Brown,2022,48,SG,2.722,,Guard
Isaiah Mobley,2022,49,PF,0.995,,Big
Tyrese Martin,2022,51,SG,0.57,,Guard
JD Davison,2022,53,"SG,PG",2.178,,Guard
Jabari Walker,2022,57,SF,3.152,,Wing
Brandon Miller,2023,2,SF,1.686,,Wing
Anthony Black,2023,6,PG,2.572,,Guard
Jarace Walker,2023,8,"SF,PF",3.442,,Wing
Taylor Hendricks,2023,9,PF,3.869,,Big
Cason Wallace,2023,10,SG,1.904,,Guard
Jett Howard,2023,11,SF,3.535,,Wing
Dereck Lively II,2023,12,C,3.667,,Big
Gradey Dick,2023,13,SG,4.251,,Guard
Jordan Hawkins,2023,14,SG,2.324,,Guard
Kobe Bufkin,2023,15,SG,2.738,,Guard
Keyonte George,2023,16,"PG,SG",2.564,,Guard
Jalen Hood-Schifino,2023,17,SG,2.203,,Guard
Jaime Jaquez Jr.,2023,18,SF,1.83,,Wing
Brandin Podziemski,2023,19,SG,3.593,,Guard
Cam Whitmore,2023,20,SF,2.567,,Wing
Noah Clowney,2023,21,PF,2.831,,Big
Dariq Whitehead,2023,22,SF,1.906,,Wing
Kris Murray,2023,23,SF,0.872,,Wing
Olivier-Maxence Prosper,2023,24,"SF,PF",1.303,,Wing
Marcus Sasser,2023,25,PG,0.773,,Guard
Ben Sheppard,2023,26,SG,0.514,,Guard
Nick Smith Jr.,2023,27,SG,2.55,,Guard
Brice Sensabaugh,2023,28,SF,3.227,,Wing
Julian Strawther,2023,29,"SF,SG",1.229,,Wing
Kobe Brown,2023,30,"SF,PF",1.162,,Wing
Jalen Pickett,2023,32,SG,0.902,,Guard
Colby Jones,2023,34,SG,1.076,,Guard
Julian Phillips,2023,35,SF,2.326,,Wing
Andre Jackson Jr.,2023,36,SG,2.287,,Guard
Hunter Tyson,2023,37,"SF,PF",1.214,,Wing
Jordan Walsh,2023,38,"SF,PF",1.702,,Wing
Mouhamed Gueye,2023,39,PF,1.911,,Big
Maxwell Lewis,2023,40,SF,1.673,,Wing
Amari Bailey,2023,41,PG,2.764,,Guard
GG Jackson II,2023,45,"SF,PF",2.883,,Wing
Seth Lundy,2023,46,SF,0.934,,Wing
Jordan Miller,2023,48,SF,1.855,,Wing
Emoni Bates,2023,49,SF,3.371,,Wing
Keyontae Johnson,2023,50,SF,0.9,,Wing
Jalen Wilson,2023,51,"SF,PF",0.96,,Wing
Toumani Camara,2023,52,"SF,PF",0.52,,Wing
Jaylen Clark,2023,53,SG,1.225,,Guard
Jalen Slawson,2023,54,SF,1.323,,Wing
Isaiah Wong,2023,55,SG,0.439,,Guard
Trayce Jackson-Davis,2023,57,"PF,C",1.468,,Big
Chris Livingston,2023,58,SF,1.482,,Wing
Reed Sheppard,2024,3,"PG,SG",5.246,,Guard
Stephon Castle,2024,4,PG,2.828,,Guard
Donovan Clingan,2024,7,C,2.517,,Big
Rob Dillingham,2024,8,PG,5.331,,Guard
Zach Edey,2024,9,C,2.207,,Big
Cody Williams,2024,10,SG,2.782,,Guard
Devin Carter,2024,13,PG,0.59,,Guard
Bub Carrington,2024,14,PG,2.398,,Guard
Kel'el Ware,2024,15,C,2.923,,Big
Jared McCain,2024,16,"SG,PG",3.541,,Guard
Dalton Knecht,2024,17,SF,3.34,,Wing
Tristan Da Silva,2024,18,SF,1.395,,Wing
Ja'Kobe Walter,2024,19,SG,2.011,,Guard
Jaylon Tyson,2024,20,SG,0.34,,Guard
Yves Missi,2024,21,C,1.976,,Big
DaRon Holmes,2024,22,PF,1.789,,Big
Kyshawn George,2024,24,SG,1.844,,Guard
Dillon Jones,2024,26,SF,1.815,,Wing
Terrence Shannon Jr.,2024,27,SG,2.691,,Guard
Ryan Dunn,2024,28,SF,1.045,,Wing
Isaiah Collier,2024,29,PG,2.426,,Guard
Baylor Scheierman,2024,30,SG,0.932,,Guard
Jonathan Mogbo,2024,31,"SF,PF",2.121,,Wing
Kyle Filipowski,2024,32,C,2.799,,Big
Tyler Kolek,2024,34,PG,1.396,,Guard
Johnny Furphy,2024,35,SG,2.783,,Guard
Bobi Klintman,2024,37,SF,0.964,,Wing
Ajay Mitchell,2024,38,SG,1.452,,Guard
Jaylen Wells,2024,39,"SG,SF",2.041,,Wing
Oso Ighodaro,2024,40,PF,1.394,,Big
Adem Bona,2024,41,"C,PF",1.712,,Big
KJ Simpson,2024,42,PG,0.567,,Guard
Pelle Larsson,2024,44,SG,0.892,,Guard
Jamal Shead,2024,45,PG,1.859,,Guard
Cam Christie,2024,46,SG,2.735,,Guard
Antonio Reeves,2024,47,SG,0.843,,Guard
Harrison Ingram,2024,48,"SF,PF",1.584,,Wing
Tristen Newton,2024,49,SG,0.832,,Guard
Enrique Freeman,2024,50,"SF,PF",1.709,,Wing
Quinten Post,2024,52,PF,1.149,,Big
Cam Spencer,2024,53,SG,1.449,,Guard
Anton Watson,2024,54,SF,1.404,,Wing
Bronny James,2024,55,SG,2.869,,Guard
Kevin McCullar Jr.,2024,56,SF,1.638,,Wing
Cooper Flagg,2025,1,"SF,PF",4.947,,Wing
Dylan Harper,2025,2,"PG,SG",5.006,,Guard
VJ Edgecombe,2025,3,SG,3.925,,Guard
Kon Knueppel,2025,4,"SG,SF",4.407,,Wing
Ace Bailey,2025,5,SF,3.297,,Wing
Tre Johnson,2025,6,SG,4.468,,Guard
Jeremiah Fears,2025,7,PG,3.109,,Guard
Egor Demin,2025,8,"PG,SG",2.84,,Guard
Collin Murray-Boyles,2025,9,"SF,PF",3.733,,Wing
Khaman Maluach,2025,10,C,3.097,,Big
Cedric Coward,2025,11,"SG,SF",1.867,,Wing
Derik Queen,2025,13,C,3.243,,Big
Carter Bryant,2025,14,"SF,PF",2.953,,Wing
Thomas Sorber,2025,15,"PF,C",3.049,,Big
Walter Clayton,2025,18,PG,2.329,,Guard
Kasparas Jakucionis,2025,20,"PG,SG",2.346,,Guard
Will Riley,2025,21,"SG,SF",4.018,,Wing
Drake Powell,2025,22,SG,3.01,,Guard
Asa Newell,2025,23,PF,2.709,,Big
Nique Clifford,2025,24,"SG,SF",1.792,,Wing
Jase Richardson,2025,25,"SG,PG",5.173,,Guard
Danny Wolf,2025,27,"PF,C",1.489,,Big
Liam McNeeley,2025,29,SF,3.193,,Wing
Yanic Konan Niederhauser,2025,30,C,1.187,,Big
Rasheer Fleming,2025,31,"SF,PF",0.943,,Wing
Sion James,2025,33,SF,2.272,,Wing
Ryan Kalkbrenner,2025,34,C,2.068,,Big
Johni Broome,2025,35,"PF,C",2.395,,Big
Adou Thiero,2025,36,"SF,PF",1.284,,Wing
Chaz Lanier,2025,37,SG,2.658,,Guard
Kam Jones,2025,38,"PG,SG",2.236,,Guard
Alijah Martin,2025,39,SG,2.185,,Guard
Micah Peavy,2025,40,"SG,SF",1.623,,Wing
Koby Brea,2025,41,SG,2.723,,Guard
Maxime Raynaud,2025,42,C,1.144,,Big
Jamir Watkins,2025,43,"SG,SF",1.609,,Wing
Brooks Barnhizer,2025,44,SF,1.42,,Wing
Amari Williams,2025,46,C,1.282,,Big
Javon Small,2025,48,PG,1.594,,Guard
Tyrese Proctor,2025,49,PG,1.743,,Guard
Kobe Sanders,2025,50,SG,0.529,,Guard
John Tonje,2025,53,SG,3.166,,Guard
Taelon Peter,2025,54,SG,1.62,,Guard
Will Richard,2025,56,SG,2.212,,Guard
Max Shulga,2025,57,"PG,SG",0.732,,Guard
Jahmai Mashack,2025,59,SG,1.848,,Guard
