Draft Year,Pick Number,NBA Team,Name,Age,College,Height,Weight,NBA Relatives,Seasons Played (College),POS,G,GS%,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,FG/40,FGA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FG/100,FGA/100,3P/100,3PA/100,FT/100,FTA/100,ORB/100,DRB/100,TRB/100,AST/100,STL/100,BLK/100,TOV/100,PF/100,PTS/100,ORtg,DRtg,AST/TOV,PTS/USG,3PA/FGA,3PAr_TS,ShotTouchBlend,Weight/Height,Team Dev Score,College Strength
2021,44,BRK,Kessler Edwards,20.88,Pepperdine,203,90,0,3,F,27.0,96.3,33.9,6.1,12.4,0.491,1.7,4.4,0.378,3.4,3.9,0.876,5.6,1.2,6.8,1.2,1.0,1.2,1.8,2.1,17.2,21.8,0.606,0.356,0.314,410.0,4.4,18.4,11.6,7.2,1.6,3.9,11.3,23.6,2.5,1.4,3.9,0.169,4.5,1.0,5.6,7.2,14.6,2.0,5.2,4.0,4.6,1.4,6.6,8.0,1.4,1.1,1.4,2.1,2.5,20.3,9.9,20.2,2.7,7.2,5.6,6.3,2.0,9.1,11.1,2.0,1.6,2.0,3.0,3.5,28.1,114.6,99.7,0.637,0.86,0.355,0.216,0.677,0.443,5.0,5.0
2021,46,TOR,Dalano Banton,21.63,Nebraska,206,92,0,3,G,27.0,81.48,27.3,3.3,8.1,0.411,0.7,3.0,0.247,2.1,3.3,0.659,4.9,1.0,5.9,3.9,1.0,0.9,2.5,2.1,9.6,16.1,0.495,0.37,0.402,293.0,3.9,18.9,11.4,28.8,1.9,4.0,20.4,21.8,0.6,1.1,1.7,0.093,1.6,3.0,4.7,4.9,11.9,1.1,4.4,3.2,4.8,1.5,7.2,8.6,5.7,1.4,1.4,3.6,3.0,14.0,6.7,16.3,1.5,6.0,4.3,6.6,2.0,9.8,11.8,7.8,1.9,1.9,5.0,4.2,19.2,96.8,99.8,1.412,0.642,0.37,0.183,0.494,0.447,10,3
2021,47,TOR,David Johnson,20.33,Louisville,196,95,0,2,G,19.0,100.0,35.1,4.7,11.5,0.411,1.7,4.4,0.386,1.5,2.1,0.7,4.9,0.9,5.8,3.2,1.1,0.3,3.2,2.7,12.6,13.4,0.504,0.379,0.183,239.0,2.9,15.4,9.3,18.8,1.8,0.9,20.4,23.3,0.4,1.0,1.4,0.083,1.1,1.9,3.1,5.4,13.1,1.9,5.0,1.7,2.4,1.0,5.6,6.6,3.6,1.2,0.3,3.7,3.1,14.4,8.2,19.9,2.9,7.5,2.5,3.6,1.5,8.4,10.0,5.5,1.8,0.5,5.5,4.6,21.8,94.6,100.1,0.922,0.618,0.383,0.191,0.574,0.485,10,6
2021,48,ATL,Sharife Cooper,20.04,Auburn,185,81,0,1,G,12.0,100.0,33.1,6.0,15.3,0.391,1.1,4.8,0.228,7.1,8.6,0.825,3.6,0.7,4.3,8.1,1.0,0.3,4.2,2.7,20.2,22.9,0.519,0.31,0.56,270.0,2.2,11.3,6.9,51.9,1.6,0.7,17.7,33.1,1.4,0.3,1.7,0.174,4.7,-0.4,4.3,7.3,18.5,1.3,5.7,8.6,10.4,0.8,4.3,5.1,9.8,1.2,0.3,5.0,3.2,24.4,9.9,25.2,1.8,7.8,11.7,14.1,1.1,5.9,7.0,13.3,1.6,0.4,6.9,4.4,33.2,110.6,106.6,2.932,0.737,0.314,0.161,0.586,0.438,5,3
2021,49,BRK,Marcus Zegarowski,22.89,Creighton,188,81,1,3,G,29.0,100.0,33.6,5.6,12.0,0.464,2.8,6.6,0.421,1.9,2.4,0.786,3.3,0.3,3.6,4.3,1.3,0.1,2.1,1.9,15.8,20.9,0.6,0.544,0.201,451.0,1.1,10.4,6.0,23.9,2.2,0.2,14.0,23.5,2.9,1.4,4.3,0.178,5.8,2.3,8.1,6.7,14.3,3.3,7.8,2.3,2.9,0.4,3.9,4.3,5.1,1.5,0.1,2.5,2.3,18.9,9.6,20.6,4.7,11.2,3.2,4.1,0.5,5.7,6.2,7.4,2.2,0.1,3.7,3.2,27.1,115.8,100.7,1.707,0.804,0.55,0.326,0.64,0.431,5.0,5.0
2021,50,PHI,Filip PetruÅ¡ev,21.19,Gonzaga,211,106,0,2,F,33.0,100.0,25.9,6.3,11.3,0.562,0.1,0.3,0.182,4.7,7.2,0.655,5.6,2.4,7.9,1.5,0.6,0.8,2.1,1.7,17.5,30.5,0.594,0.03,0.64,544.0,10.8,23.2,17.3,10.3,1.3,3.0,12.5,30.9,3.7,1.8,5.5,0.258,5.9,1.0,6.8,9.8,17.4,0.1,0.5,7.3,11.1,3.6,8.6,12.2,2.2,0.9,1.2,3.2,2.6,26.9,13.5,24.0,0.1,0.7,10.1,15.3,5.0,11.9,16.9,3.1,1.3,1.7,4.4,3.6,37.1,119.0,92.8,0.824,0.871,0.027,0.018,0.466,0.502,3,6
2021,51,MEM,Brandon Boston Jr.,19.57,Kentucky,201,83,0,1,G,25.0,96.0,30.4,4.1,11.6,0.355,1.2,4.0,0.3,2.0,2.6,0.785,3.2,1.3,4.5,1.6,1.3,0.2,1.4,2.0,11.5,13.3,0.447,0.345,0.224,276.0,4.8,11.2,8.0,11.1,2.5,0.5,10.1,23.0,0.7,1.0,1.6,0.087,1.0,2.1,3.1,5.4,15.3,1.6,5.3,2.7,3.4,1.7,4.2,5.9,2.1,1.7,0.2,1.9,2.6,15.1,7.8,21.8,2.3,7.5,3.8,4.9,2.5,6.0,8.4,3.0,2.5,0.3,2.7,3.7,21.6,97.9,102.1,1.099,0.657,0.345,0.154,0.591,0.413,7,10
2021,52,DET,Luka Garza,22.49,Iowa,211,120,0,4,F,31.0,100.0,31.5,9.1,16.4,0.553,1.4,3.2,0.44,4.5,6.4,0.709,5.7,3.0,8.7,1.7,0.7,1.6,1.5,2.3,24.1,35.6,0.62,0.197,0.392,655.0,10.5,18.3,14.6,12.2,1.2,5.3,7.2,32.5,5.5,1.4,6.9,0.282,11.9,1.8,13.7,11.5,20.8,1.8,4.1,5.8,8.2,3.8,7.3,11.1,2.2,0.9,2.1,1.9,2.9,30.6,16.2,29.4,2.5,5.8,8.2,11.5,5.4,10.3,15.7,3.1,1.2,2.9,2.7,4.0,43.2,127.3,100.5,1.694,0.942,0.195,0.122,0.601,0.569,3,5.0
2021,53,PHI,Charles Bassey,20.66,Western Kentucky,211,106,0,3,C,28.0,100.0,30.4,6.9,11.8,0.59,0.6,2.1,0.305,3.1,4.1,0.759,8.3,3.3,11.6,0.7,0.4,3.1,2.2,2.4,17.6,32.7,0.643,0.179,0.353,441.0,13.2,30.8,22.4,5.6,0.7,11.5,13.9,26.4,3.3,2.1,5.4,0.254,6.5,2.6,9.1,9.1,15.5,0.8,2.8,4.1,5.5,4.3,11.0,15.3,0.9,0.5,4.1,2.9,3.1,23.2,13.2,22.4,1.2,4.0,6.0,7.9,6.3,15.9,22.1,1.3,0.7,5.9,4.2,4.6,33.6,121.1,90.5,0.403,0.879,0.178,0.115,0.577,0.502,3,3
2021,54,IND,Sandro Mamukelashvili,22.09,Seton Hall,211,108,0,4,F,27.0,100.0,35.6,6.2,14.3,0.434,1.6,4.6,0.336,3.5,4.9,0.714,5.7,1.9,7.6,3.2,1.1,0.6,3.3,1.7,17.5,20.2,0.525,0.323,0.344,470.0,6.1,18.5,12.4,20.6,1.8,1.7,16.5,28.8,1.8,1.3,3.1,0.127,4.9,1.2,6.2,7.0,16.1,1.7,5.2,4.0,5.5,2.1,6.4,8.5,3.6,1.2,0.6,3.7,2.0,19.7,10.3,23.8,2.6,7.7,5.8,8.2,3.1,9.5,12.5,5.3,1.8,0.9,5.5,2.9,29.0,102.7,101.6,1.248,0.684,0.322,0.17,0.563,0.512,8,3
2021,55,OKC,Aaron Wiggins,22.48,Maryland,198,90,0,3,G,31.0,96.77,33.0,5.3,11.9,0.446,1.8,5.2,0.356,2.0,2.5,0.772,4.7,1.1,5.8,2.5,1.1,0.5,2.0,2.0,14.5,19.9,0.55,0.432,0.214,441.0,4.4,16.1,10.6,17.3,2.1,2.0,13.0,25.4,2.1,1.6,3.7,0.145,4.9,2.1,7.0,6.5,14.5,2.2,6.3,2.4,3.1,1.4,5.7,7.1,3.1,1.4,0.7,2.4,2.5,17.5,9.8,21.9,3.4,9.5,3.6,4.7,2.1,8.7,10.7,4.7,2.1,1.0,3.6,3.7,26.6,106.1,99.2,1.331,0.689,0.437,0.238,0.606,0.455,10,4
2021,56,CHO,Scottie Lewis,21.29,Florida,196,85,0,2,G,21.0,42.86,25.6,2.7,6.1,0.445,0.7,2.1,0.318,1.8,2.6,0.673,2.3,0.8,3.1,1.5,1.6,1.0,1.9,2.5,7.9,14.5,0.535,0.344,0.43,166.0,4.0,9.8,7.1,10.4,3.5,4.4,20.2,18.0,0.5,0.9,1.4,0.104,1.3,4.5,5.8,4.2,9.5,1.0,3.3,2.8,4.1,1.3,3.6,4.8,2.3,2.5,1.6,2.9,3.9,12.3,6.0,13.5,1.5,4.6,3.9,5.8,1.8,5.1,6.8,3.3,3.5,2.3,4.1,5.5,17.4,100.2,98.1,0.515,0.683,0.344,0.184,0.531,0.434,5.0,7
2021,57,CHO,BalÅ¡a Koprivica,21.15,Florida State,216,108,0,2,C,24.0,83.33,19.5,3.7,6.1,0.599,0.0,0.0,1.0,1.8,2.5,0.689,3.5,2.1,5.6,0.8,0.3,1.4,1.3,2.6,9.1,24.8,0.622,0.007,0.415,211.0,13.6,19.4,16.7,7.7,0.9,8.0,15.4,21.9,1.5,0.8,2.3,0.2,3.8,2.9,6.7,7.5,12.6,0.1,0.1,3.6,5.2,4.4,7.2,11.5,1.5,0.6,2.8,2.7,5.4,18.7,10.7,17.9,0.1,0.1,5.1,7.4,6.2,10.3,16.5,2.2,0.9,4.0,3.9,7.7,26.7,119.9,97.1,0.5,0.854,0.0,0.004,0.813,0.5,5.0,5.0
2021,58,NYK,Jericho Sims,22.68,Texas,208,111,0,4,F,26.0,100.0,24.5,3.6,5.2,0.696,0.0,0.0,0.0,2.0,3.8,0.52,5.1,2.2,7.2,0.7,0.7,1.1,1.6,2.5,9.2,21.7,0.658,0.0,0.741,227.0,10.2,22.1,16.4,5.4,1.7,4.6,18.7,17.6,1.5,1.4,2.9,0.181,3.6,3.4,6.9,5.9,8.5,0.0,0.0,3.3,6.3,3.5,8.3,11.8,1.1,1.2,1.8,2.6,4.1,15.0,8.5,12.2,0.0,0.0,4.7,9.0,5.0,11.9,17.0,1.5,1.7,2.5,3.8,6.0,21.6,117.0,93.5,0.289,0.852,0.0,0.0,0.312,0.534,4,6
2021,59,BRK,RaiQuan Gray,21.97,Florida State,203,117,0,3,F,25.0,96.0,26.3,4.4,8.4,0.517,0.3,1.2,0.267,2.8,3.7,0.763,4.9,1.5,6.4,2.2,1.2,0.7,2.2,2.6,11.9,22.2,0.582,0.142,0.441,297.0,7.0,20.2,14.1,16.1,2.6,3.1,17.7,23.3,1.7,1.3,3.0,0.183,3.7,3.7,7.4,6.6,12.8,0.5,1.8,4.3,5.7,2.2,7.5,9.7,3.3,1.8,1.1,3.3,4.0,18.1,9.5,18.3,0.7,2.6,6.2,8.1,3.2,10.7,13.9,4.8,2.6,1.6,4.8,5.6,25.8,112.5,95.1,0.91,0.777,0.143,0.083,0.565,0.576,5.0,5.0
2022,1,ORL,Paolo Banchero,19.62,Duke,208,113,0,1,F,39.0,100.0,33.0,6.3,13.2,0.478,1.1,3.3,0.338,3.5,4.8,0.729,6.1,1.7,7.8,3.2,1.1,0.9,2.4,1.9,17.2,24.2,0.557,0.253,0.366,665.0,6.4,19.1,13.2,17.5,1.9,2.7,13.3,27.5,4.0,2.2,6.1,0.191,5.4,2.3,7.7,7.6,16.0,1.4,4.0,4.3,5.8,2.1,7.3,9.5,3.9,1.3,1.1,2.9,2.3,20.9,11.2,23.4,2.0,5.9,6.2,8.6,3.1,10.8,13.9,5.7,1.9,1.6,4.2,3.4,30.6,113.8,98.1,1.316,0.76,0.25,0.141,0.573,0.543,4,10
2022,2,OKC,Chet Holmgren,20.15,Gonzaga,213,88,0,1,C,32.0,96.88,26.9,5.3,8.8,0.607,1.3,3.3,0.39,2.2,3.1,0.717,8.1,1.8,9.9,1.9,0.8,3.7,1.9,2.7,14.1,31.3,0.691,0.375,0.354,424.0,8.0,28.7,19.6,11.4,1.6,12.6,15.7,21.6,3.3,3.1,6.3,0.294,7.5,7.5,15.0,7.9,13.0,1.9,4.9,3.3,4.6,2.6,12.1,14.7,2.8,1.2,5.4,2.8,3.9,21.0,10.7,17.6,2.6,6.6,4.5,6.2,3.6,16.4,19.9,3.8,1.6,7.4,3.8,5.3,28.4,127.0,78.7,0.726,0.972,0.375,0.259,0.586,0.413,10,6
2022,3,HOU,Jabari Smith Jr.,19.12,Auburn,208,99,2,1,F,34.0,100.0,28.8,5.4,12.6,0.429,2.3,5.5,0.42,3.9,4.8,0.799,6.5,0.9,7.4,2.0,1.1,1.0,1.9,2.1,16.9,25.1,0.57,0.44,0.384,519.0,3.5,23.5,13.6,14.0,2.1,3.8,11.1,27.6,3.2,2.3,5.6,0.227,7.4,3.8,11.1,7.5,17.5,3.2,7.7,5.4,6.7,1.3,9.0,10.3,2.8,1.5,1.4,2.6,2.9,23.6,10.5,24.5,4.5,10.8,7.5,9.4,1.8,12.6,14.5,3.9,2.1,2.0,3.6,4.0,33.0,116.5,90.7,1.261,0.855,0.437,0.251,0.647,0.476,2,3
2022,4,SAC,Keegan Murray,21.85,Iowa,203,97,1,2,F,35.0,100.0,31.9,8.8,15.8,0.554,1.9,4.7,0.398,4.1,5.4,0.747,5.8,2.9,8.7,1.5,1.3,1.9,1.1,1.9,23.5,37.8,0.638,0.3,0.343,724.0,9.8,20.2,14.9,10.1,2.3,6.4,5.7,29.7,6.6,2.0,8.7,0.311,13.0,2.7,15.7,11.0,19.9,2.4,5.9,5.1,6.8,3.6,7.3,10.9,1.9,1.6,2.4,1.4,2.3,29.5,15.6,28.2,3.4,8.5,7.2,9.7,5.1,10.3,15.4,2.7,2.3,3.5,2.0,3.3,41.9,134.6,96.8,1.772,0.993,0.297,0.191,0.607,0.478,1,5.0
2022,5,DET,Jaden Ivey,20.36,Purdue,193,90,0,2,G,36.0,94.44,31.4,5.6,12.3,0.46,1.8,5.0,0.358,4.3,5.8,0.744,4.2,0.7,4.9,3.1,0.9,0.6,2.6,1.8,17.3,22.5,0.579,0.406,0.469,586.0,2.7,15.0,9.3,19.2,1.7,2.0,14.8,28.7,3.7,1.4,5.1,0.181,5.7,1.6,7.2,7.2,15.6,2.3,6.3,5.4,7.3,0.8,5.4,6.2,3.9,1.2,0.7,3.3,2.2,22.0,10.8,23.4,3.4,9.5,8.2,11.0,1.3,8.1,9.3,5.8,1.7,1.1,5.0,3.3,33.1,114.7,102.5,1.297,0.767,0.407,0.235,0.59,0.466,3,5
2022,6,IND,Bennedict Mathurin,20.02,Arizona,201,88,0,2,G,37.0,100.0,32.5,5.9,13.1,0.45,2.2,6.1,0.369,3.7,4.8,0.764,4.2,1.4,5.6,2.5,1.0,0.3,1.8,1.8,17.7,21.1,0.576,0.465,0.368,600.0,5.1,12.6,9.3,13.8,1.6,0.8,10.4,25.1,4.0,2.2,6.2,0.205,6.1,1.9,8.0,7.3,16.1,2.8,7.5,4.5,5.9,1.7,5.2,6.9,3.1,1.2,0.3,2.2,2.3,21.8,10.0,22.2,3.8,10.3,6.2,8.2,2.3,7.2,9.5,4.3,1.6,0.5,3.0,3.1,30.0,119.7,96.8,1.327,0.869,0.466,0.268,0.606,0.438,8,7
2022,9,SAS,Jeremy Sochan,19.1,Baylor,206,104,0,1,F,30.0,3.33,25.1,3.3,7.0,0.474,0.8,2.7,0.296,1.8,3.0,0.589,4.4,2.0,6.4,1.8,1.3,0.7,1.6,2.3,9.2,19.6,0.546,0.384,0.427,282.0,8.9,20.6,14.7,12.3,2.9,3.2,15.6,19.6,1.6,1.9,3.4,0.182,3.6,4.4,8.0,5.3,11.2,1.3,4.3,2.8,4.8,3.1,7.0,10.1,2.8,2.0,1.1,2.5,3.7,14.7,7.7,16.3,1.9,6.3,4.1,7.0,4.6,10.2,14.8,4.1,2.9,1.6,3.6,5.3,21.4,111.7,89.8,0.788,0.75,0.386,0.21,0.472,0.505,10,6
2022,10,WAS,Johnny Davis,20.32,Wisconsin,196,88,1,2,G,31.0,100.0,34.2,6.8,15.9,0.427,1.2,3.9,0.306,5.0,6.3,0.791,6.9,1.3,8.2,2.1,1.2,0.7,2.3,2.0,19.7,24.3,0.523,0.246,0.398,577.0,4.3,23.8,13.8,14.8,2.0,2.3,10.8,32.5,2.5,2.0,4.5,0.171,5.8,3.0,8.9,7.9,18.6,1.4,4.6,5.8,7.4,1.5,8.1,9.6,2.5,1.4,0.9,2.7,2.4,23.1,11.8,27.7,2.1,6.8,8.7,11.0,2.3,12.1,14.4,3.7,2.0,1.3,4.0,3.5,34.5,105.8,95.8,1.37,0.711,0.245,0.129,0.597,0.449,1,5.0
2022,12,OKC,Jalen Williams,21.2,Santa Clara,198,86,1,3,G,33.0,100.0,34.8,6.6,12.9,0.513,1.3,3.2,0.396,3.5,4.3,0.809,3.8,0.6,4.4,4.2,1.2,0.5,2.1,2.6,18.0,22.8,0.601,0.248,0.33,589.0,2.0,11.7,7.2,22.6,1.9,1.5,12.3,25.0,3.8,1.5,5.3,0.184,4.8,1.2,6.0,7.6,14.9,1.5,3.7,4.0,4.9,0.7,4.4,5.1,4.8,1.4,0.6,2.4,3.0,20.7,10.7,20.8,2.0,5.2,5.6,6.9,0.9,6.2,7.1,6.7,1.9,0.9,3.4,4.1,28.9,118.2,102.6,1.837,0.828,0.248,0.149,0.644,0.434,10,5.0
2022,13,CHO,Jalen Duren,18.6,Memphis,211,113,0,1,C,29.0,100.0,25.3,4.9,8.1,0.597,0.0,0.0,0.0,2.2,3.6,0.625,5.2,3.0,8.1,1.3,0.8,2.1,2.2,2.7,12.0,25.3,0.608,0.004,0.441,330.0,14.0,21.5,18.0,10.5,1.8,9.9,18.6,22.8,1.8,1.7,3.5,0.19,3.7,3.3,7.1,7.7,12.9,0.0,0.1,3.5,5.7,4.7,8.2,12.9,2.0,1.3,3.3,3.5,4.3,18.9,10.8,18.1,0.0,0.1,5.0,8.0,6.6,11.5,18.1,2.8,1.8,4.7,5.0,6.1,26.7,112.6,91.9,0.565,0.829,0.0,0.002,0.375,0.536,5.0,4
2022,14,CLE,Ochai Agbaji,22.18,Kansas,196,95,0,4,G,39.0,100.0,35.1,6.6,13.9,0.475,2.6,6.5,0.407,2.9,3.9,0.743,4.2,0.8,5.1,1.6,0.9,0.6,2.1,1.7,18.8,20.8,0.595,0.466,0.28,631.0,2.8,12.9,8.2,8.7,1.5,1.7,11.5,25.3,4.0,2.2,6.2,0.181,6.9,2.2,9.0,7.5,15.9,3.0,7.4,3.3,4.4,0.9,4.8,5.8,1.8,1.1,0.6,2.3,1.9,21.4,10.9,22.9,4.3,10.7,4.8,6.4,1.3,6.9,8.3,2.6,1.5,0.9,3.4,2.7,30.8,116.3,99.0,0.757,0.846,0.468,0.277,0.609,0.485,8,9
2022,15,CHO,Mark Williams,20.52,Duke,213,110,0,2,C,39.0,100.0,23.6,4.9,6.8,0.721,0.0,0.0,0.0,1.4,2.0,0.727,4.8,2.6,7.4,0.9,0.5,2.8,0.9,2.1,11.2,33.1,0.726,0.004,0.291,407.0,13.2,21.2,17.5,7.1,1.2,11.4,10.7,18.6,4.3,2.0,6.3,0.271,7.8,4.8,12.5,8.3,11.5,0.0,0.0,2.4,3.3,4.4,8.2,12.5,1.5,0.8,4.8,1.6,3.5,19.0,12.2,16.9,0.0,0.1,3.6,4.9,6.4,12.0,18.4,2.2,1.2,7.0,2.3,5.1,27.9,142.0,93.2,0.664,1.022,0.0,0.003,0.436,0.516,5.0,10
2022,16,ATL,AJ Griffin,18.83,Duke,198,100,1,1,F,39.0,64.1,24.0,3.7,7.6,0.493,1.8,4.1,0.447,1.1,1.4,0.792,3.2,0.8,3.9,1.0,0.5,0.6,0.6,1.1,10.4,20.7,0.63,0.537,0.179,349.0,3.9,13.7,9.1,7.0,1.3,2.3,7.2,18.8,3.0,1.2,4.2,0.18,6.6,1.5,8.1,6.2,12.7,3.0,6.8,1.8,2.3,1.3,5.3,6.5,1.6,0.9,0.9,1.1,1.8,17.3,9.2,18.6,4.5,10.0,2.6,3.3,1.9,7.7,9.6,2.4,1.3,1.4,1.6,2.6,25.4,128.9,102.3,0.972,0.92,0.539,0.338,0.654,0.505,5,10
2022,17,HOU,Tari Eason,21.13,LSU,203,97,0,2,F,33.0,12.12,24.4,5.8,11.1,0.521,0.8,2.4,0.359,4.6,5.7,0.803,4.3,2.3,6.6,1.0,1.9,1.1,2.2,2.8,16.9,33.4,0.615,0.214,0.515,506.0,10.5,19.8,15.2,10.1,4.5,6.2,13.8,31.8,3.4,2.5,5.9,0.294,9.0,5.7,14.7,9.4,18.1,1.4,3.9,7.5,9.3,3.7,7.1,10.8,1.6,3.2,1.8,3.6,4.5,27.7,13.4,25.7,2.0,5.5,10.6,13.3,5.3,10.1,15.4,2.3,4.5,2.5,5.1,6.4,39.4,119.2,83.2,0.732,0.871,0.216,0.132,0.625,0.478,2,6
2022,18,CHI,Dalen Terry,19.95,Arizona,201,88,0,2,G,37.0,100.0,27.8,3.1,6.2,0.502,0.8,2.1,0.364,1.1,1.4,0.736,3.7,1.2,4.8,3.9,1.2,0.3,1.4,2.3,8.0,16.9,0.584,0.336,0.231,343.0,5.0,12.8,9.3,22.1,2.5,1.1,16.7,14.1,2.4,2.1,4.5,0.176,3.5,4.5,8.0,4.5,8.9,1.1,3.0,1.5,2.1,1.7,5.3,7.0,5.6,1.8,0.5,2.0,3.3,11.5,6.1,12.2,1.5,4.1,2.1,2.8,2.3,7.3,9.6,7.7,2.5,0.6,2.7,4.5,15.9,122.8,94.6,1.323,0.816,0.339,0.196,0.587,0.438,4,7
2022,19,MIN,Jake LaRavia,20.64,Wake Forest,206,103,0,3,G,33.0,100.0,34.2,5.0,9.0,0.559,0.8,2.2,0.384,3.7,4.8,0.777,4.5,2.1,6.6,3.7,1.7,1.0,2.7,2.8,14.6,22.9,0.649,0.246,0.529,516.0,7.5,14.1,11.1,20.0,2.7,3.0,19.3,20.4,3.7,2.1,5.8,0.206,4.7,3.7,8.5,5.9,10.5,1.0,2.6,4.3,5.6,2.4,5.3,7.7,4.3,2.0,1.1,3.2,3.3,17.1,8.3,14.8,1.4,3.6,6.1,7.8,3.4,7.4,10.8,6.1,2.7,1.6,4.4,4.6,24.0,121.7,95.9,1.036,0.838,0.244,0.16,0.62,0.5,3,5.0
2022,20,SAS,Malaki Branham,19.12,Ohio State,196,81,0,1,G,32.0,96.88,29.6,5.0,10.0,0.498,1.2,2.8,0.416,2.5,3.0,0.833,2.8,0.8,3.6,2.0,0.7,0.3,1.7,1.8,13.7,20.4,0.596,0.277,0.299,411.0,3.5,10.5,7.3,14.5,1.5,1.0,12.8,24.1,2.9,0.8,3.6,0.154,4.8,0.9,5.7,6.8,13.5,1.6,3.8,3.4,4.1,1.1,3.8,4.8,2.7,1.0,0.4,2.3,2.4,18.4,10.4,20.8,2.4,5.8,5.2,6.2,1.6,5.8,7.4,4.1,1.5,0.6,3.5,3.6,28.3,117.3,107.1,1.133,0.763,0.28,0.165,0.666,0.413,10,6
2022,21,DEN,Christian Braun,21.19,Kansas,198,92,0,3,G,40.0,97.5,34.4,5.2,10.5,0.495,1.3,3.3,0.386,2.5,3.4,0.733,5.1,1.4,6.5,2.8,1.0,0.8,2.0,1.8,14.1,19.6,0.585,0.316,0.323,551.0,4.9,16.0,10.8,14.5,1.6,2.5,14.4,20.4,3.5,2.5,6.0,0.174,5.6,3.3,9.0,6.0,12.2,1.5,3.8,2.9,3.9,1.6,6.0,7.6,3.2,1.1,1.0,2.4,2.1,16.4,8.7,17.5,2.1,5.5,4.1,5.7,2.3,8.6,10.9,4.6,1.6,1.4,3.4,3.1,23.6,116.5,96.9,1.007,0.804,0.314,0.185,0.594,0.465,7,9
2022,22,MEM,Walker Kessler,20.91,Auburn,216,111,2,2,F,34.0,100.0,25.6,4.8,7.9,0.608,0.3,1.5,0.2,1.6,2.6,0.596,5.4,2.6,8.1,0.9,1.1,4.6,1.1,2.6,11.4,31.4,0.627,0.187,0.332,360.0,10.9,22.2,16.6,6.9,2.4,19.1,10.7,19.0,2.8,2.7,5.5,0.254,6.2,8.0,14.1,7.5,12.3,0.5,2.3,2.4,4.1,4.1,8.5,12.6,1.4,1.7,7.1,1.7,4.0,17.9,10.5,17.3,0.6,3.2,3.4,5.7,5.7,11.9,17.6,1.9,2.4,10.0,2.4,5.7,25.1,126.0,83.0,0.645,0.942,0.19,0.117,0.438,0.514,7,3
2022,23,PHI,David Roddy,21.25,Colorado State,196,114,0,3,G,31.0,100.0,32.9,7.2,12.5,0.571,1.5,3.4,0.438,3.4,4.9,0.691,5.7,1.8,7.5,2.9,1.2,1.1,2.3,2.3,19.2,30.3,0.645,0.27,0.391,574.0,7.4,21.0,14.5,19.8,2.1,4.1,13.5,28.8,4.4,1.8,6.3,0.246,8.7,2.3,11.1,8.7,15.2,1.8,4.1,4.1,6.0,2.2,6.9,9.2,3.5,1.4,1.3,2.8,2.8,23.3,13.2,23.1,2.7,6.2,6.2,9.0,3.4,10.5,13.9,5.3,2.1,2.0,4.3,4.2,35.3,121.9,97.0,1.467,0.809,0.272,0.174,0.59,0.582,3,3
2022,25,SAS,Blake Wesley,19.28,Notre Dame,196,83,0,1,G,35.0,80.0,29.3,5.1,12.6,0.404,1.5,5.1,0.303,2.7,4.1,0.657,3.0,0.7,3.7,2.4,1.3,0.1,2.2,1.9,14.4,16.9,0.495,0.404,0.324,491.0,3.0,11.6,7.5,17.4,2.6,0.2,13.1,31.3,1.1,1.4,2.5,0.098,0.5,0.8,1.3,6.9,17.2,2.1,6.9,3.7,5.6,0.9,4.1,5.0,3.3,1.7,0.1,3.0,2.6,19.6,10.5,26.1,3.2,10.5,5.6,8.5,1.4,6.2,7.6,5.0,2.6,0.1,4.6,4.0,29.8,97.2,101.1,1.328,0.626,0.405,0.2,0.515,0.423,10,5.0
2022,26,DAL,Wendell Moore Jr.,20.77,Duke,196,97,0,3,F,39.0,100.0,33.9,4.8,9.6,0.5,1.3,3.2,0.413,2.4,3.0,0.805,4.1,1.2,5.3,4.4,1.4,0.2,1.9,1.6,13.4,21.4,0.605,0.335,0.314,556.0,4.4,12.5,8.7,21.7,2.4,0.6,15.0,19.5,4.3,1.9,6.2,0.186,5.3,2.6,7.9,5.7,11.4,1.6,3.8,2.9,3.6,1.5,4.8,6.3,5.2,1.7,0.2,2.3,1.9,15.8,8.3,16.7,2.3,5.6,4.2,5.2,2.1,7.0,9.2,7.6,2.4,0.4,3.4,2.7,23.2,123.4,101.2,1.447,0.81,0.333,0.203,0.648,0.495,5,10
