Draft Year,Pick Number,NBA Team,Name,Age,College,Height,Weight,NBA Relatives,Seasons Played (College),POS,G,GS%,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,FG/40,FGA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FG/100,FGA/100,3P/100,3PA/100,FT/100,FTA/100,ORB/100,DRB/100,TRB/100,AST/100,STL/100,BLK/100,TOV/100,PF/100,PTS/100,ORtg,DRtg,AST/TOV,PTS/USG,3PA/FGA,3PAr_TS,ShotTouchBlend,Weight/Height,Team Dev Score,College Strength
2021,24,HOU,Josh Christopher,19.55,Arizona State,196,97,1,1,G,15.0,100.0,29.7,5.1,11.7,0.432,1.2,3.9,0.305,2.9,3.7,0.8,4.1,0.7,4.7,1.4,1.5,0.5,1.7,3.2,14.3,17.8,0.529,0.335,0.313,195.0,2.4,16.1,9.0,9.8,2.7,1.9,11.4,25.5,0.6,0.5,1.1,0.099,2.4,1.8,4.2,6.8,15.8,1.6,5.3,3.9,4.9,0.9,5.5,6.4,1.9,2.0,0.7,2.3,4.3,19.2,9.4,21.7,2.2,7.3,5.4,6.8,1.2,7.5,8.8,2.6,2.7,1.0,3.2,5.9,26.4,101.2,104.1,0.86,0.753,0.333,0.177,0.602,0.495,2,4
2021,25,LAC,Quentin Grimes,21.13,Houston,196,92,0,3,G,30.0,100.0,32.8,5.8,14.2,0.406,3.3,8.3,0.403,3.0,3.8,0.788,4.1,1.6,5.7,2.0,1.4,0.3,1.8,2.2,17.8,23.5,0.558,0.582,0.265,483.0,5.4,14.0,9.6,12.2,2.6,1.2,10.3,26.9,3.7,2.4,6.1,0.25,7.9,2.9,10.8,7.0,17.3,4.1,10.1,3.6,4.6,2.0,5.0,7.0,2.4,1.7,0.4,2.2,2.7,21.7,10.6,26.2,6.2,15.3,5.5,7.0,3.0,7.6,10.5,3.6,2.6,0.6,3.4,4.1,32.9,120.3,90.1,1.184,0.807,0.585,0.325,0.634,0.469,2,5.0
2021,26,DEN,Bones Hyland,20.78,VCU,190,74,0,2,G,24.0,100.0,31.9,6.3,14.2,0.447,2.9,7.8,0.371,3.9,4.5,0.862,4.5,0.2,4.7,2.1,1.9,0.2,3.1,2.2,19.5,23.7,0.596,0.547,0.321,408.0,0.7,16.3,8.9,16.0,3.5,0.6,15.9,31.8,2.0,1.8,3.8,0.201,5.5,2.7,8.2,7.9,17.8,3.6,9.7,4.9,5.7,0.2,5.7,5.9,2.6,2.3,0.2,3.9,2.8,24.4,11.7,26.2,5.3,14.3,7.2,8.4,0.3,8.4,8.7,3.8,3.5,0.3,5.7,4.1,35.9,107.8,91.2,1.006,0.767,0.549,0.326,0.666,0.389,7,5.0
2021,27,BRK,Cam Thomas,19.7,LSU,193,95,0,1,G,29.0,100.0,34.0,7.0,17.2,0.406,2.3,7.2,0.325,6.7,7.6,0.882,2.8,0.6,3.4,1.4,0.9,0.2,1.7,1.4,23.0,24.1,0.553,0.418,0.44,600.0,2.0,8.2,5.2,8.3,1.4,0.7,7.5,31.6,4.0,0.5,4.5,0.183,7.1,-0.8,6.3,8.2,20.3,2.8,8.5,7.9,8.9,0.7,3.2,4.0,1.7,1.0,0.2,2.0,1.6,27.1,11.3,27.9,3.8,11.7,10.8,12.3,1.0,4.5,5.5,2.3,1.4,0.3,2.7,2.2,37.3,117.9,109.4,1.107,0.858,0.419,0.231,0.659,0.492,5.0,6
2021,28,PHI,Jaden Springer,18.75,Tennessee,193,92,0,1,G,25.0,60.0,25.9,4.2,9.1,0.467,0.8,1.8,0.435,3.2,4.0,0.81,2.5,1.0,3.5,2.9,1.2,0.4,2.4,2.0,12.5,20.9,0.57,0.203,0.441,309.0,4.6,10.9,7.8,24.1,2.7,2.0,17.9,26.0,1.6,1.3,2.9,0.18,3.6,3.3,6.9,6.5,14.0,1.2,2.8,5.0,6.2,1.6,3.8,5.4,4.5,1.9,0.7,3.7,3.1,19.3,9.5,20.4,1.8,4.1,7.3,9.0,2.3,5.6,7.9,6.6,2.7,1.0,5.4,4.6,28.1,108.8,94.2,1.346,0.742,0.198,0.116,0.66,0.477,3,5
2021,29,PHO,Day'Ron Sharpe,19.63,UNC,211,120,0,1,F,29.0,13.79,19.2,3.9,7.4,0.519,0.0,0.1,0.0,1.8,3.5,0.505,4.2,3.3,7.6,1.4,0.8,0.9,2.0,2.0,9.5,25.5,0.521,0.009,0.468,281.0,18.1,23.8,20.9,15.4,2.3,5.1,17.8,26.3,1.1,1.2,2.3,0.169,4.3,3.2,7.5,8.1,15.5,0.0,0.1,3.7,7.3,7.0,8.8,15.8,3.0,1.7,1.9,4.1,4.2,19.8,11.2,21.7,0.0,0.2,5.1,10.1,9.7,12.2,22.0,4.2,2.3,2.6,5.7,5.9,27.6,104.8,93.0,0.865,0.753,0.014,0.005,0.303,0.569,5.0,9
2021,30,UTA,Santi Aldama,20.45,Loyola (MD),211,97,0,2,F,17.0,100.0,35.0,7.9,15.5,0.513,1.9,5.1,0.368,3.5,5.1,0.686,8.3,1.8,10.1,2.3,1.0,1.7,3.2,1.9,21.2,28.6,0.594,0.331,0.327,329.0,6.1,27.9,16.9,15.5,1.7,5.6,15.3,30.5,1.9,1.2,3.1,0.208,6.2,1.5,7.7,9.1,17.7,2.2,5.8,4.0,5.8,2.1,9.5,11.6,2.6,1.1,1.9,3.7,2.2,24.3,13.3,25.8,3.1,8.5,5.8,8.4,3.0,13.9,16.9,3.8,1.7,2.8,5.4,3.1,35.5,111.3,94.3,1.013,0.797,0.329,0.197,0.559,0.46,5,5.0
2021,32,NYK,Jeremiah Robinson-Earl,20.64,Villanova,206,104,0,2,F,25.0,100.0,34.5,6.2,12.5,0.497,0.9,3.3,0.28,2.4,3.4,0.714,6.0,2.5,8.5,2.2,1.0,0.6,1.6,2.3,15.7,23.4,0.558,0.263,0.269,388.0,8.6,21.3,14.8,13.5,1.7,2.3,10.2,24.3,2.7,1.3,4.1,0.189,5.5,2.1,7.6,7.2,14.5,1.1,3.8,2.8,3.9,2.9,7.0,9.8,2.6,1.1,0.7,1.9,2.6,18.2,11.0,22.0,1.6,5.8,4.2,5.9,4.4,10.6,15.0,3.9,1.7,1.1,2.8,4.0,27.8,116.2,99.2,1.324,0.749,0.264,0.147,0.54,0.505,4,7
2021,33,ORL,Jason Preston,21.88,Ohio University,193,84,0,3,G,20.0,100.0,34.6,6.4,12.4,0.514,1.6,4.1,0.39,1.4,2.4,0.596,6.2,1.1,7.3,7.3,1.5,0.3,3.0,1.4,15.7,24.1,0.583,0.332,0.19,352.0,3.6,20.6,12.2,38.6,2.3,0.8,18.2,23.4,2.2,1.0,3.2,0.186,5.4,1.8,7.2,7.4,14.3,1.9,4.7,1.6,2.7,1.2,7.2,8.4,8.4,1.7,0.3,3.5,1.6,18.2,10.3,20.0,2.6,6.6,2.3,3.8,1.7,10.0,11.7,11.7,2.3,0.4,4.9,2.2,25.4,115.1,100.0,2.121,0.778,0.331,0.194,0.514,0.435,4,5.0
2021,35,NOP,Herbert Jones,22.72,Alabama,203,95,0,4,F,33.0,100.0,27.3,3.9,8.8,0.446,0.6,1.7,0.351,2.8,3.9,0.713,4.1,2.5,6.6,3.3,1.7,1.1,2.8,2.8,11.2,20.6,0.528,0.197,0.446,419.0,9.4,15.1,12.3,21.7,3.4,4.0,21.0,22.7,1.7,2.2,3.9,0.172,3.4,5.3,8.7,5.7,12.8,0.9,2.5,4.1,5.7,3.6,6.0,9.6,4.8,2.5,1.6,4.1,4.2,16.4,7.7,17.2,1.2,3.4,5.5,7.7,4.9,8.0,12.9,6.4,3.4,2.2,5.5,5.6,22.0,105.5,90.6,1.033,0.722,0.193,0.104,0.568,0.468,1,3
2021,36,OKC,Miles McBride,20.79,West Virginia,188,90,0,2,G,29.0,96.55,34.2,5.4,12.6,0.431,1.6,3.8,0.414,3.4,4.2,0.813,2.7,1.2,3.9,4.8,1.9,0.3,1.8,1.7,15.9,22.8,0.544,0.305,0.338,474.0,3.7,9.2,6.3,28.5,3.1,1.0,11.1,22.9,3.4,1.2,4.7,0.189,6.5,3.0,9.5,6.3,14.7,1.9,4.5,4.0,5.0,1.4,3.2,4.6,5.7,2.2,0.4,2.1,2.0,18.6,9.0,20.8,2.6,6.3,5.7,7.0,1.9,4.5,6.5,8.0,3.1,0.5,3.0,2.8,26.3,120.3,102.3,2.568,0.812,0.302,0.166,0.653,0.479,10,5
2021,37,DET,JT Thor,18.83,Auburn,208,92,0,1,F,27.0,100.0,23.0,3.1,7.1,0.44,0.8,2.7,0.297,2.3,3.1,0.741,3.4,1.6,5.0,0.9,0.8,1.4,1.6,2.0,9.4,18.3,0.547,0.387,0.445,240.0,7.7,15.4,11.7,7.1,1.9,5.9,15.4,20.4,1.2,0.8,2.0,0.127,2.4,2.2,4.7,5.4,12.3,1.4,4.8,4.1,5.5,2.8,5.9,8.7,1.5,1.4,2.4,2.7,3.5,16.3,7.4,16.7,1.9,6.5,5.5,7.4,3.9,8.1,11.9,2.0,1.9,3.2,3.7,4.8,22.2,108.6,101.6,0.461,0.799,0.38,0.212,0.563,0.442,3,3
2021,38,CHI,Ayo Dosunmu,21.44,Illinois,196,90,0,3,G,28.0,100.0,35.1,7.5,15.4,0.488,1.1,2.9,0.39,4.0,5.1,0.783,5.2,1.1,6.3,5.3,1.1,0.2,3.3,2.1,20.1,24.0,0.566,0.191,0.333,572.0,3.9,15.9,10.4,29.2,1.8,0.6,15.7,29.5,3.3,1.8,5.1,0.207,6.4,3.1,9.5,8.5,17.5,1.3,3.3,4.6,5.8,1.3,5.9,7.2,6.0,1.3,0.2,3.8,2.4,22.9,12.0,24.5,1.8,4.7,6.4,8.2,1.8,8.3,10.1,8.4,1.8,0.3,5.3,3.3,32.2,112.9,96.8,1.86,0.776,0.188,0.108,0.626,0.459,4,5
2021,39,SAC,Neemias Queta,21.95,Utah State University,213,111,0,3,C,29.0,100.0,30.0,5.8,10.3,0.559,0.0,0.1,0.0,3.4,4.8,0.707,7.3,2.9,10.1,2.7,1.1,3.3,2.4,2.4,14.9,30.5,0.592,0.007,0.468,426.0,10.8,27.0,19.0,18.6,2.0,13.2,15.9,24.3,2.8,2.9,5.8,0.265,5.2,6.9,12.2,7.7,13.7,0.0,0.1,4.5,6.4,3.8,9.7,13.5,3.5,1.4,4.5,3.2,3.2,19.9,11.0,19.8,0.0,0.1,6.5,9.3,5.5,13.9,19.4,5.1,2.0,6.4,4.6,4.6,28.6,116.4,80.6,1.17,0.819,0.01,0.004,0.424,0.521,1,3
2021,40,NOP,Jared Butler,20.83,Baylor,190,88,0,3,G,30.0,100.0,30.3,5.9,12.5,0.471,2.6,6.2,0.416,2.4,3.0,0.78,2.9,0.4,3.3,4.8,2.0,0.4,2.8,2.4,16.7,25.0,0.599,0.492,0.242,498.0,1.7,11.4,6.5,27.9,3.7,1.3,16.9,27.0,3.5,1.9,5.4,0.239,7.6,4.1,11.7,7.8,16.5,3.4,8.1,3.1,4.0,0.6,3.8,4.4,6.3,2.6,0.5,3.7,3.2,22.1,11.2,23.8,4.9,11.7,4.5,5.7,0.8,5.4,6.3,9.1,3.7,0.7,5.4,4.6,31.7,118.6,93.7,1.651,0.819,0.496,0.295,0.634,0.463,1,6
2021,41,SAS,Joe Wieskamp,21.84,Iowa,198,96,0,3,G,31.0,100.0,29.3,5.2,10.6,0.491,2.4,5.1,0.462,2.1,3.1,0.677,5.5,1.2,6.6,1.7,0.9,0.3,1.4,1.5,14.8,22.7,0.616,0.482,0.293,399.0,4.5,18.7,11.9,10.4,1.8,1.1,10.3,22.4,2.9,1.2,4.1,0.181,7.4,1.9,9.3,7.1,14.5,3.2,7.0,2.9,4.2,1.6,7.5,9.1,2.3,1.3,0.4,1.9,2.1,20.3,10.0,20.4,4.5,9.8,4.0,6.0,2.3,10.5,12.8,3.3,1.8,0.6,2.7,3.0,28.6,120.5,101.4,1.01,0.906,0.481,0.297,0.591,0.485,10,5.0
2021,42,DET,Isaiah Livers,22.91,Michigan,201,104,0,4,F,23.0,100.0,31.6,4.4,9.7,0.457,2.2,5.0,0.431,2.0,2.3,0.87,4.9,1.1,6.0,2.0,0.6,0.7,1.1,1.6,13.1,20.5,0.605,0.52,0.242,280.0,4.5,16.6,11.1,11.6,1.1,2.3,9.5,19.8,2.3,1.3,3.6,0.196,6.7,3.6,10.4,5.6,12.3,2.8,6.4,2.6,3.0,1.4,6.2,7.6,2.5,0.7,0.9,1.4,2.0,16.6,8.3,18.1,4.1,9.4,3.8,4.4,2.0,9.2,11.2,3.7,1.1,1.4,2.1,3.0,24.4,123.6,97.1,1.221,0.838,0.515,0.315,0.694,0.517,3,5.0
2021,43,NOP,Greg Brown III,19.81,Texas,206,92,0,1,F,26.0,92.31,20.6,3.1,7.4,0.42,1.2,3.5,0.33,2.0,2.8,0.708,5.0,1.2,6.2,0.4,0.6,1.0,2.3,3.0,9.3,16.0,0.535,0.472,0.373,220.0,6.7,26.0,16.8,3.8,1.6,5.0,20.9,26.9,0.3,1.2,1.5,0.113,-0.2,2.7,2.5,6.1,14.4,2.2,6.8,3.8,5.4,2.3,9.7,12.0,0.7,1.1,1.9,4.5,5.8,18.2,8.7,20.8,3.2,9.8,5.5,7.7,3.3,14.0,17.3,1.1,1.6,2.8,6.5,8.3,26.1,93.6,91.6,0.182,0.677,0.473,0.253,0.557,0.447,1,6
