Draft Year,Pick Number,NBA Team,POS,Name,Age,College,Height,Weight,NBA Relatives,Seasons Played (College),C_G,C_GS,C_GS%,C_MPG,C_FG,C_FGA,C_FG%,C_3P,C_3PA,C_3P%,C_FT,C_FTA,C_FT%,C_DRB,C_ORB,C_TRB,C_AST,C_STL,C_BLK,C_TOV,C_PF,C_PTS,C_PER,C_TS%,C_3PAr,C_FTr,C_PProd,C_ORB%,C_DRB%,C_TRB%,C_AST%,C_STL%,C_BLK%,C_TOV%,C_USG%,C_OWS,C_DWS,C_WS,C_WS/40,C_OBPM,C_DBPM,C_BPM,C_FG/40,C_FGA/40,C_3P/40,C_3PA/40,C_FT/40,C_FTA/40,C_ORB/40,C_DRB/40,C_TRB/40,C_AST/40,C_STL/40,C_BLK/40,C_TOV/40,C_PF/40,C_PTS/40,C_FG/100,C_FGA/100,C_3P/100,C_3PA/100,C_FT/100,C_FTA/100,C_ORB/100,C_DRB/100,C_TRB/100,C_AST/100,C_STL/100,C_BLK/100,C_TOV/100,C_PF/100,C_PTS/100,C_ORtg,C_DRtg,CT_Win%,CT_PTS/G,CT_PTSA/G,CT_SRS,CT_SOS,CT_ORtg,CT_DRtg,C_AST_TO,C_ORB_DRB,C_BLK_MPG,BMI,C_STOCKS/40,Wingspan,Wingspan/Height,Weight/Height
2025,31,MIN,"SF,PF",Rasheer Fleming,20.96,Saint Joseph's,81.5,232,0,3,35,35,1,31.3,5.4,10.1,0.531,1.8,4.5,0.39,2.1,2.9,0.743,6.5,2.1,8.5,1.3,1.4,1.5,1.5,2.5,14.7,24.1,0.638,0.449,0.285,461,7.6,22.8,15.3,8.5,2.6,4.9,11.8,21.2,3,2.6,5.6,0.206,4.5,3.1,7.7,6.9,12.9,2.3,5.8,2.7,3.7,2.6,8.3,10.9,1.6,1.8,2,2,3.3,18.8,10.1,18.9,3.3,8.5,4,5.4,3.9,12.1,16,2.4,2.6,2.9,2.9,4.8,27.4,123.9,95,0.629,75.1,68.6,7.28,0.85,109,99.7,0.867,0.323,0.048,23.329,3.8,89.25,1.095,2.847
2025,33,CHO,SF,Sion James,22.56,Duke,77.75,218,0,5,39,32,0.821,25.5,2.9,5.6,0.516,0.8,1.9,0.413,2.1,2.6,0.81,3.4,0.7,4.2,2.9,0.8,0.3,1.2,2,8.6,17.9,0.635,0.346,0.461,361,3.7,14.2,9.5,18.9,1.9,1.1,15.1,16.2,2.9,2.2,5.1,0.203,4.3,4.9,9.3,4.5,8.7,1.2,3,3.3,4,1.2,5.4,6.5,4.6,1.3,0.4,1.9,3.2,13.5,6.8,13.1,1.9,4.5,4.9,6,1.7,8.1,9.8,6.9,1.9,0.6,2.8,4.8,20.3,131.1,96.8,0.897,83.2,62.8,30.72,10.26,125,94.3,2.417,0.206,0.012,21.606,1.7,78.5,1.01,2.804
2025,34,CHO,C,Ryan Kalkbrenner,23.44,Creighton,86.25,257,0,5,35,35,1,34.5,7.7,11.9,0.653,0.6,1.7,0.344,3.1,4.6,0.681,6.3,2.4,8.7,1.5,0.5,2.7,1.5,1.4,19.2,29.1,0.684,0.147,0.386,589,8.8,18.4,14.1,10,0.9,7.3,9.4,23.6,4.8,2.4,7.1,0.236,7.7,4.4,12.2,9,13.8,0.7,2,3.6,5.3,2.8,7.3,10,1.8,0.6,3.1,1.7,1.6,22.3,13.3,20.3,1,3,5.3,7.8,4.1,10.7,14.8,2.6,0.9,4.6,2.5,2.4,32.9,132.7,99.4,0.694,75.5,70,16.49,11.04,110.7,102.7,1,0.381,0.078,23.364,3.7,90,1.043,2.98
2025,35,PHI,"PF,C",Johni Broome,22.93,Auburn,82.5,249,0,5,36,35,0.972,30.2,7.3,14.3,0.51,0.7,2.5,0.278,3.3,5.6,0.587,7.1,3.7,10.8,2.9,0.9,2.1,1.6,2.1,18.6,30.9,0.547,0.174,0.39,682,14.1,26,20.2,19.5,1.8,7.5,8.5,30.4,4.2,2.6,6.8,0.25,9.6,4.7,14.3,9.7,19,0.9,3.3,4.3,7.4,4.9,9.4,14.3,3.8,1.3,2.8,2.1,2.8,24.6,14,27.4,1.3,4.8,6.3,10.7,7,13.7,20.7,5.5,1.8,4,3,4,35.6,121.7,94.8,0.842,83,69.4,28.68,15.13,119.6,100,1.812,0.521,0.07,24.501,4.1,84.25,1.021,3.018
2025,36,BRK,"SF,PF",Adou Thiero,21.13,Arkansas,79.5,218,0,3,27,26,0.963,27.5,5.1,9.4,0.545,0.4,1.6,0.256,4.4,6.5,0.686,4,1.8,5.8,1.9,1.6,0.7,1.7,2.6,15.1,25.1,0.605,0.17,0.692,391,7.7,15.9,12,14,3.4,2.9,12,25.8,2.3,1.5,3.8,0.203,5.9,4.7,10.6,7.4,13.6,0.6,2.3,6.5,9.4,2.6,5.9,8.5,2.7,2.4,1.1,2.5,3.7,21.9,10.6,19.4,0.8,3.3,9.2,13.4,3.7,8.3,12,3.9,3.4,1.5,3.5,5.3,31.2,120.6,99.2,0.611,76.8,71.4,17.09,11.7,108.5,100.9,1.118,0.45,0.025,22.957,3.5,84,1.057,2.742
2025,37,DET,SG,Chaz Lanier,23.52,Tennessee,77,206,0,5,38,38,1,31.4,6.4,14.8,0.431,3.2,8.2,0.395,2,2.6,0.758,3.4,0.5,3.9,1.1,0.9,0.1,1.1,1.6,18,19.5,0.56,0.551,0.176,553,2,12.1,7.3,7.8,1.8,0.5,6.4,28.8,3.2,2,5.2,0.173,6.1,2.7,8.9,8.2,18.9,4.1,10.4,2.5,3.3,0.6,4.3,5,1.3,1.1,0.2,1.4,2,23,12.6,29.1,6.4,16.1,3.9,5.1,1,6.7,7.6,2.1,1.8,0.3,2.2,3.1,35.3,117.2,102.4,0.789,74,63.1,24.2,13.25,114,97.1,1,0.147,0.003,21.209,1.3,81,1.052,2.675
2025,38,SAS,"PG,SG",Kam Jones,23.33,Marquette,76.5,202,0,4,34,34,1,33.8,7.8,16.2,0.483,1.9,6.1,0.311,1.7,2.6,0.648,3.8,0.6,4.5,5.9,1.4,0.3,1.9,2.2,19.2,24.5,0.551,0.374,0.16,671,2.1,13.6,7.6,38.1,2.4,0.9,9.6,28.9,3.9,1.9,5.8,0.202,7.3,3.3,10.6,9.3,19.2,2.2,7.2,2,3.1,0.8,4.5,5.3,7,1.6,0.3,2.2,2.6,22.7,13.6,28.2,3.3,10.5,2.9,4.5,1.1,6.6,7.8,10.2,2.4,0.5,3.2,3.8,33.4,119.4,103,0.676,76.6,68.7,18.19,10.37,111.6,100.2,3.105,0.158,0.009,22.282,1.9,78,1.02,2.641
2025,39,TOR,SG,Alijah Martin,23.5,Florida,74.75,208,0,5,38,36,0.947,30.4,5,s,0.452,2.1,5.9,0.35,2.3,3.1,0.761,3.3,1.2,4.5,2.2,1.5,0.2,1.4,1.4,14.4,19.4,0.576,0.541,0.28,509,4.5,10.8,7.8,12.3,2.7,0.6,10.4,21.7,3.3,2.1,5.3,0.184,5.8,3.9,9.8,6.5,14.5,2.7,7.8,3.1,4.1,1.6,4.3,5.9,2.8,1.9,0.2,1.9,1.9,18.9,9.3,20.5,3.9,11.1,4.4,5.7,2.3,6.1,8.3,4,2.7,0.3,2.7,2.6,26.8,123.8,101.2,0.9,84.8,69.6,27.77,12.6,120.1,98.6,1.571,0.364,0.007,23.483,2.1,79.5,1.064,2.783
2025,40,WAS,"SG,SF",Micah Peavy,23.94,Georgetown,79.5,212,0,5,32,32,1,37,6.8,14.2,0.481,1.6,4.1,0.4,1.9,2.8,0.659,4.1,1.7,5.8,3.6,2.3,0.5,2.6,2.9,17.2,19.7,0.552,0.286,0.2,534,5,13.2,9,19.9,3.7,1.6,14.3,24.7,2.1,2.1,4.2,0.143,3.1,3.2,6.3,7.4,15.4,1.8,4.4,2,3.1,1.8,4.5,6.3,3.9,2.5,0.5,2.8,3.2,18.6,10.8,22.5,2.6,6.4,3,4.5,2.6,6.5,9.1,5.6,3.7,0.8,4.1,4.6,27.1,109.8,101.1,0.529,72,69.6,8.18,5.77,105.2,101.6,1.385,0.415,0.014,24.009,3,79.25,0.997,2.667
2025,41,GSW,SG,Koby Brea,22.63,Kentucky,79,202,0,5,36,16,0.444,28.1,4.1,8.7,0.47,2.6,5.9,0.435,0.9,1,0.914,2.9,0.3,3.2,1.3,0.5,0.3,0.5,1.3,11.6,16.1,0.636,0.684,0.112,352,1.1,10.9,6.2,8,0.9,1.3,4.9,16.7,2.5,0.8,3.3,0.131,5.8,1.3,7.1,5.8,12.4,3.7,8.5,1.3,1.4,0.4,4.2,4.6,1.9,0.7,0.5,0.7,1.9,16.6,8.1,17.2,5.1,11.7,1.8,1.9,0.5,5.8,6.3,2.6,0.9,0.7,0.9,2.6,23,130.1,112.4,0.667,84.4,77.2,21.26,14.04,116.5,106.5,2.6,0.103,0.011,19.896,1.2,77.25,0.978,2.557
2025,42,SAC,C,Maxime Raynaud,22.22,Stanford,85.5,237,0,4,35,35,1,33.5,7.5,16.1,0.467,1.9,5.5,0.347,3.3,4.2,0.77,7.9,2.7,10.6,1.7,0.9,1.4,2.4,2,20.2,25.6,0.558,0.343,0.263,652,9.4,28.7,18.8,11.9,1.5,4.6,11.7,31.5,3,2,5,0.17,6.2,0.8,7,9,19.2,2.3,6.6,3.9,5,3.2,9.4,12.7,2,1,1.7,2.9,2.4,24.1,13.4,28.6,3.4,9.8,5.8,7.5,4.8,14,18.8,2.9,1.5,2.5,4.3,3.6,35.9,112.2,101.9,0.6,73.5,70.7,8.78,6.07,109.4,105.4,0.708,0.342,0.042,22.719,2.7,85.25,0.997,2.772
2025,43,UTA,"SG,SF",Jamir Watkins,23.97,Florida State,78.25,215,0,5,32,32,1,30.9,5.5,13,0.427,1.7,5.2,0.321,5.7,7.7,0.747,4.7,1,5.7,2.4,1.2,0.5,2.7,3.2,18.4,20.4,0.555,0.398,0.59,556,3.9,16.9,10.5,16.3,2.2,2,13.9,31.1,2.1,1.6,3.7,0.148,4,1.6,5.6,7.2,16.8,2.1,6.7,7.4,9.9,1.3,6,7.4,3.1,1.5,0.7,3.5,4.1,23.8,10.2,23.9,3,9.5,10.5,14.1,1.9,8.6,10.5,4.4,2.2,1,4.9,5.8,33.9,109.3,103.5,0.531,74.5,72.5,8.43,6.43,105.6,102.8,0.889,0.213,0.016,23.514,2.2,83.25,1.064,2.748
2025,44,OKC,SF,Brooks Barnhizer,23.32,Northwestern,78,215,0,4,17,17,1,36.9,6.1,14.6,0.414,1,3.8,0.266,4,5.2,0.764,7.3,1.5,8.8,4.2,2.3,1.1,2.8,1.7,17.1,21.6,0.5,0.257,0.357,294,4.8,24.6,14.3,24,3.8,3.7,13.9,28.1,0.8,1.4,2.2,0.14,4.8,4.9,9.7,6.6,15.9,1.1,4.1,4.3,5.7,1.7,7.9,9.6,4.6,2.5,1.2,3,1.8,18.5,9.9,24,1.6,6.2,6.6,8.6,2.5,11.9,14.5,6.9,3.8,1.8,4.5,2.8,28,103.8,96.2,0.515,72.4,69.2,14.4,11.13,107.9,103.1,1.5,0.205,0.03,24.742,3.7,83,1.064,2.756
2025,46,ORL,C,Amari Williams,23.41,Kentucky,84,262,0,5,36,36,1,22.8,3.8,6.8,0.561,0,0.1,0.25,3.2,5.1,0.623,6.4,2.1,8.5,3.2,0.6,1.2,2.3,2.2,10.9,24.1,0.587,0.016,0.744,444,10.3,29.7,20.4,24.7,1.4,6.1,19.8,24.6,2.1,1.4,3.5,0.173,5.2,4.7,9.9,6.7,12,0,0.2,5.6,8.9,3.6,11.3,14.9,5.6,1,2.1,4,3.9,19.1,9.3,16.6,0.1,0.3,7.7,12.4,5,15.7,20.7,7.8,1.4,3,5.5,5.3,26.4,114.9,101.5,0.667,84.4,77.2,21.26,14.04,116.5,106.5,1.391,0.328,0.053,23.576,3.1,89,1.06,3.119
2025,48,MEM,PG,Javon Small,22.52,West Virginia,74.25,190,0,4,32,32,1,36.1,5.7,13.7,0.418,2.6,7.3,0.353,4.6,5.2,0.88,3.6,0.5,4.1,5.6,1.5,0.3,2.7,1.5,18.6,22.3,0.576,0.537,0.379,611,1.5,11.6,6.6,35.1,2.6,1.1,14.4,28.2,3.3,2.2,5.4,0.188,7,3.6,10.6,6.3,15.2,2.9,8.1,5.1,5.7,0.5,4,4.5,6.2,1.7,0.4,3,1.7,20.6,9.7,23.2,4.4,12.5,7.7,8.8,0.8,6.2,6.9,9.5,2.6,0.6,4.6,2.5,31.6,115.4,100.4,0.594,68.2,64.8,14.89,11.54,102.9,97.8,2.074,0.139,0.008,22.918,2.1,76.75,1.034,2.559
